,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
369,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
370,Dacia Duster dCi 110 FAP 4x4 Prestige,9499,Dacia,Duster,2015,226 000 km,Diesel,109 CP,1 461 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,
371,Mercedes-Benz EQB,55771,Mercedes-Benz,EQB,2023,3 000 km,Electric,190 CP,,4x4 (automat),,Automata,SUV,,,Da
372,Fiat 500 Mild Hybrid 1.0 HATCHBACK,14395,Fiat,500,2023,1 km,Benzina,70 CP,999 cm3,Fata,,Manuala,Masina de oras,,,
373,Volkswagen Passat 2.0 TDI BlueMotion Technology Comfortline,3790,Volkswagen,Passat,2006,290 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Sedan,,,
374,Mercedes-Benz C 250 T CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,9800,Mercedes-Benz,C,2012,225 000 km,Diesel,204 CP,2 143 cm3,,,Automata,Masina de oras,,,
375,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
376,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
377,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
378,Land Rover Range Rover,29800,Land Rover,Range Rover,2015,189 000 km,Diesel,340 CP,2 993 cm3,,,Automata,SUV,,,
379,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
380,Mercedes-Benz A,31989,Mercedes-Benz,A,2020,49 900 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,Da
381,Porsche Macan 2.0 PDK,46950,Porsche,Macan,2019,11 699 km,Benzina,265 CP,1 984 cm3,4x4 (automat),,Automata,SUV,,,
382,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
383,Volkswagen Golf 1.9 TDI Trendline,4350,Volkswagen,Golf,2006,196 591 km,Diesel,90 CP,1 896 cm3,Fata,,Manuala,Compacta,Germania,,
384,Mercedes-Benz C,62063,Mercedes-Benz,C,2023,2 km,Benzina,204 CP,1 496 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
385,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
386,Skoda Octavia,13900,Skoda,Octavia,2018,177 333 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
387,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
388,Mercedes-Benz EQB,55771,Mercedes-Benz,EQB,2023,3 000 km,Electric,190 CP,,4x4 (automat),,Automata,SUV,,,Da
389,BMW Seria 5 520d,7950,BMW,Seria 5,2009,296 000 km,Diesel,177 CP,1 995 cm3,Spate,Euro 5,Manuala,Sedan,Germania,Da,Da
390,Volkswagen Passat 2.0 TDI BlueMotion Technology Comfortline,3790,Volkswagen,Passat,2006,290 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Sedan,,,
391,BMW M4 M440i xDrive AT MHEV,57773,BMW,M4,2022,5 600 km,Benzina,374 CP,2 998 cm3,4x4 (automat),,Automata,Coupe,Germania,,Da
392,Audi A6,39990,Audi,A6,2020,70 000 km,Benzina,245 CP,1 984 cm3,,,Automata,Sedan,,,
393,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
394,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
395,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
396,Mercedes-Benz A,45942,Mercedes-Benz,A,2023,6 000 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
397,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
398,Skoda Octavia,29990,Skoda,Octavia,2023,15 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Automata,Sedan,,,
399,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
400,Citroën C4 HDi 90 FAP Style,4600,Citroën,C4,2011,200 000 km,Diesel,90 CP,1 560 cm3,,,Manuala,Compacta,,,
401,Hyundai i40 Kombi blue 1.6 CRDi Space,7999,Hyundai,i40,2013,216 517 km,Diesel,115 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,,,
402,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
403,Mercedes-Benz C 250 T CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,9800,Mercedes-Benz,C,2012,225 000 km,Diesel,204 CP,2 143 cm3,,,Automata,Masina de oras,,,
404,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
405,Volvo XC 60 D5 AWD Geartronic RDesign,31900,Volvo,XC 60,2018,150 635 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
406,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
407,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
408,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
409,Mercedes-Benz EQA 300 4MATIC,70977,Mercedes-Benz,EQA,2023,5 km,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
410,BMW Seria 2 216d Gran Tourer Sport Line,14999,BMW,Seria 2,2019,195 000 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,Da,Da
411,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
412,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
413,Land Rover Defender 110 3.0D 300 X,96157,Land Rover,Defender,2022,16 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
414,Mercedes-Benz CL 600 Aut,21000,Mercedes-Benz,CL,2007,46 000 km,Benzina,517 CP,5 513 cm3,Spate,Euro 4,Automata,Coupe,Romania,Da,Da
415,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
416,Audi A4 2.0 TDI S tronic quattro,24990,Audi,A4,2018,130 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,
417,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
418,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
419,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
420,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
421,Mercedes-Benz EQA 300 4MATIC,70977,Mercedes-Benz,EQA,2023,5 km,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
422,Porsche Macan 2.0 PDK,46950,Porsche,Macan,2019,11 699 km,Benzina,265 CP,1 984 cm3,4x4 (automat),,Automata,SUV,,,
423,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
424,Skoda Octavia,13900,Skoda,Octavia,2018,177 333 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
425,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
426,Citroën C4 HDi 90 FAP Style,4600,Citroën,C4,2011,200 000 km,Diesel,90 CP,1 560 cm3,,,Manuala,Compacta,,,
427,Hyundai i40 Kombi blue 1.6 CRDi Space,7999,Hyundai,i40,2013,216 517 km,Diesel,115 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,,,
428,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
429,Volvo XC 60 D5 AWD Geartronic RDesign,31900,Volvo,XC 60,2018,150 635 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
430,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
431,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
432,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
433,Skoda Octavia,13900,Skoda,Octavia,2018,177 333 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
434,Mercedes-Benz CL 600 Aut,21000,Mercedes-Benz,CL,2007,46 000 km,Benzina,517 CP,5 513 cm3,Spate,Euro 4,Automata,Coupe,Romania,Da,Da
435,Hyundai i40 Kombi blue 1.6 CRDi Space,7999,Hyundai,i40,2013,216 517 km,Diesel,115 CP,1 598 cm3,Fata,Euro 5,Manuala,Combi,,,
436,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
437,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
438,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
439,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
440,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
441,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
442,Mercedes-Benz C,62063,Mercedes-Benz,C,2023,2 km,Benzina,204 CP,1 496 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
443,BMW Seria 2 216d Gran Tourer Sport Line,14999,BMW,Seria 2,2019,195 000 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,Da,Da
444,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
445,Land Rover Defender 110 3.0D 300 X,96157,Land Rover,Defender,2022,16 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
446,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
447,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
448,Audi A6,39990,Audi,A6,2020,70 000 km,Benzina,245 CP,1 984 cm3,,,Automata,Sedan,,,
449,Audi A4 2.0 TDI S tronic quattro,24990,Audi,A4,2018,130 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,
450,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
451,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
452,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
453,Land Rover Range Rover,29800,Land Rover,Range Rover,2015,189 000 km,Diesel,340 CP,2 993 cm3,,,Automata,SUV,,,
454,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
455,Mercedes-Benz EQA 300 4MATIC,70977,Mercedes-Benz,EQA,2023,5 km,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
456,Mercedes-Benz A,31989,Mercedes-Benz,A,2020,49 900 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,Da
457,Volkswagen Golf 1.9 TDI Trendline,4350,Volkswagen,Golf,2006,196 591 km,Diesel,90 CP,1 896 cm3,Fata,,Manuala,Compacta,Germania,,
458,Mercedes-Benz C,62063,Mercedes-Benz,C,2023,2 km,Benzina,204 CP,1 496 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
459,Mercedes-Benz A,45942,Mercedes-Benz,A,2023,6 000 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
460,BMW Seria 2 216d Gran Tourer Sport Line,14999,BMW,Seria 2,2019,195 000 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,Da,Da
461,Skoda Octavia,29990,Skoda,Octavia,2023,15 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Automata,Sedan,,,
462,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
463,Citroën C4 HDi 90 FAP Style,4600,Citroën,C4,2011,200 000 km,Diesel,90 CP,1 560 cm3,,,Manuala,Compacta,,,
464,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
465,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
466,Audi A4 2.0 TDI S tronic quattro,24990,Audi,A4,2018,130 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,
467,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
468,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
469,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
470,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
471,Land Rover Range Rover,29800,Land Rover,Range Rover,2015,189 000 km,Diesel,340 CP,2 993 cm3,,,Automata,SUV,,,
472,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
473,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
474,Mercedes-Benz C,62063,Mercedes-Benz,C,2023,2 km,Benzina,204 CP,1 496 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
475,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
476,Skoda Octavia,13900,Skoda,Octavia,2018,177 333 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
477,Land Rover Defender 110 3.0D 300 X,96157,Land Rover,Defender,2022,16 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
478,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
479,Mercedes-Benz CL 600 Aut,21000,Mercedes-Benz,CL,2007,46 000 km,Benzina,517 CP,5 513 cm3,Spate,Euro 4,Automata,Coupe,Romania,Da,Da
480,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
481,Mercedes-Benz GLE,92184,Mercedes-Benz,GLE,2023,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
482,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
483,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
484,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
485,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
486,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
487,Mercedes-Benz EQA 300 4MATIC,70977,Mercedes-Benz,EQA,2023,5 km,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
488,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
489,Volkswagen Golf 1.9 TDI Trendline,4350,Volkswagen,Golf,2006,196 591 km,Diesel,90 CP,1 896 cm3,Fata,,Manuala,Compacta,Germania,,
490,Mercedes-Benz A,45942,Mercedes-Benz,A,2023,6 000 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
491,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
492,Skoda Octavia,29990,Skoda,Octavia,2023,15 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Automata,Sedan,,,
493,Land Rover Defender 110 3.0D 300 X,96157,Land Rover,Defender,2022,16 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
494,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
495,Citroën C4 HDi 90 FAP Style,4600,Citroën,C4,2011,200 000 km,Diesel,90 CP,1 560 cm3,,,Manuala,Compacta,,,
496,Mercedes-Benz C 250 T CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,9800,Mercedes-Benz,C,2012,225 000 km,Diesel,204 CP,2 143 cm3,,,Automata,Masina de oras,,,
497,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
498,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
499,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
500,Land Rover Range Rover,29800,Land Rover,Range Rover,2015,189 000 km,Diesel,340 CP,2 993 cm3,,,Automata,SUV,,,
501,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
502,Mercedes-Benz A,31989,Mercedes-Benz,A,2020,49 900 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,Da
503,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
504,Volkswagen Golf 1.9 TDI Trendline,4350,Volkswagen,Golf,2006,196 591 km,Diesel,90 CP,1 896 cm3,Fata,,Manuala,Compacta,Germania,,
505,Mercedes-Benz A,45942,Mercedes-Benz,A,2023,6 000 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
506,BMW Seria 2 216d Gran Tourer Sport Line,14999,BMW,Seria 2,2019,195 000 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,Da,Da
507,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
508,Skoda Octavia,29990,Skoda,Octavia,2023,15 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Automata,Sedan,,,
509,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
510,Citroën C4 HDi 90 FAP Style,4600,Citroën,C4,2011,200 000 km,Diesel,90 CP,1 560 cm3,,,Manuala,Compacta,,,
511,Mercedes-Benz C 250 T CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,9800,Mercedes-Benz,C,2012,225 000 km,Diesel,204 CP,2 143 cm3,,,Automata,Masina de oras,,,
512,Audi A4 2.0 TDI S tronic quattro,24990,Audi,A4,2018,130 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Germania,,
513,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
514,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
515,Volvo XC 60 D5 AWD Geartronic RDesign,31900,Volvo,XC 60,2018,150 635 km,Diesel,235 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
516,Mercedes-Benz EQC 400 4MATIC,65989,Mercedes-Benz,EQC,2021,23 900 km,Electric,408 CP,,4x4 (automat),,Automata,SUV,,,Da
517,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
518,Volkswagen Golf 1.9 TDI Trendline,4350,Volkswagen,Golf,2006,196 591 km,Diesel,90 CP,1 896 cm3,Fata,,Manuala,Compacta,Germania,,
519,BMW Seria 2 216d Gran Tourer Sport Line,14999,BMW,Seria 2,2019,195 000 km,Diesel,116 CP,1 496 cm3,Fata,Euro 6,Manuala,Monovolum,Germania,Da,Da
520,Dacia Logan,8300,Dacia,Logan,2018,102 169 km,Diesel,75 CP,1 461 cm3,Fata,,Manuala,Sedan,,,
521,Land Rover Defender 110 3.0D 300 X,96157,Land Rover,Defender,2022,16 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
522,Ford EcoSport,4500,Ford,EcoSport,2022,16 000 km,Benzina,125 CP,998 cm3,Fata,,Manuala,SUV,,,
523,Dacia Duster 1.5 Blue dCi Comfort,11989,Dacia,Duster,2020,204 513 km,Diesel,115 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Romania,Da,
524,BMW M4 M440i xDrive AT MHEV,57773,BMW,M4,2022,5 600 km,Benzina,374 CP,2 998 cm3,4x4 (automat),,Automata,Coupe,Germania,,Da
525,Opel Astra 1.7 CDTI DPF Cosmo,4900,Opel,Astra,2011,260 000 km,Diesel,110 CP,1 686 cm3,,,Manuala,Compacta,,,
526,Audi A6,39990,Audi,A6,2020,70 000 km,Benzina,245 CP,1 984 cm3,,,Automata,Sedan,,,
527,Mercedes-Benz C 250 T CDI DPF 4Matic 7G-TRONIC BlueEFFICIENCY Avantgarde,9800,Mercedes-Benz,C,2012,225 000 km,Diesel,204 CP,2 143 cm3,,,Automata,Masina de oras,,,
528,Toyota Auris,16390,Toyota,Auris,2018,119 974 km,Hibrid,99 CP,1 798 cm3,Fata,,Automata,Combi,,,
529,Audi A8 L 4.2 TDI Quattro Tiptronic,36900,Audi,A8,2015,99 200 km,Diesel,385 CP,4 134 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
530,BMW X7 xDrive40d AT MHEV,101733,BMW,X7,2022,34 500 km,Diesel,352 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
531,Mercedes-Benz GLA 250 4MATIC Aut.,51989,Mercedes-Benz,GLA,2021,29 500 km,Benzina,224 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
532,BMW X5 M M50i,102199,BMW,X5 M,2022,29 200 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
533,Skoda Octavia,15900,Skoda,Octavia,2018,103 571 km,Benzina,150 CP,1 495 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,
534,Mercedes-Benz EQA 300 4MATIC,70977,Mercedes-Benz,EQA,2023,5 km,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
535,Audi A6 2.0 TDI DPF Multitronic Avant,8999,Audi,A6,2009,276 000 km,Diesel,170 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,,Da,Da
536,Mercedes-Benz A,45942,Mercedes-Benz,A,2023,6 000 km,Benzina,163 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
537,BMW iX xDrive40,62990,BMW,iX,2021,22 000 km,Electric,326 CP,,4x4 (automat),,Automata,SUV,,,
538,Skoda Octavia,29990,Skoda,Octavia,2023,15 km,Benzina,150 CP,1 498 cm3,Fata,Euro 6,Automata,Sedan,,,
539,Skoda Octavia,13900,Skoda,Octavia,2018,177 333 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
540,Dacia Duster 1.5 Blue dCi Comfort,11989,Dacia,Duster,2020,204 513 km,Diesel,115 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Romania,Da,
