,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
161,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
162,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
163,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
164,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
165,Mercedes-Benz A,35022,Mercedes-Benz,A,2021,33 000 km,Diesel,116 CP,1 950 cm3,Fata,,Automata,Compacta,,,
166,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
167,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
168,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
169,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
170,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
171,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
172,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
173,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
174,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
175,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
176,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
177,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
178,Volkswagen Passat Variant 1.6 TDI Comfortline,13249,Volkswagen,Passat,2016,165 094 km,Diesel,120 CP,1 598 cm3,Fata,,Manuala,Combi,,,Da
179,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
180,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
181,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
182,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
183,Mazda CX-5 CD175 4x4 AT Revolution,13250,Mazda,CX-5,2014,177 749 km,Diesel,175 CP,2 191 cm3,4x4 (automat),,Automata,SUV,,,Da
184,Mercedes-Benz GLA 220 CDI Aut.,19949,Mercedes-Benz,GLA,2016,188 754 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,SUV,,,Da
185,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
186,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
187,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
188,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
189,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
190,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
191,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
192,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
193,Honda Civic Sedan 1.5 VTEC Turbo Elegance Navi,20500,Honda,Civic,2019,46 500 km,Benzina,182 CP,1 498 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
194,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
195,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
196,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
197,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
198,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
199,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
200,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
201,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
202,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
203,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
204,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
205,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
206,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
207,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
208,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
209,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
210,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
211,Renault Espace,20949,Renault,Espace,2017,119 992 km,Diesel,,,Fata,,Automata,Monovolum,,,Da
212,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
213,Mercedes-Benz GLA 220 CDI Aut.,19949,Mercedes-Benz,GLA,2016,188 754 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,SUV,,,Da
214,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
215,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
216,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
217,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
218,Mercedes-Benz GLB 200 d 4MATIC Aut.,54856,Mercedes-Benz,GLB,2022,10 km,Diesel,150 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
219,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
220,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
221,Honda Civic Sedan 1.5 VTEC Turbo Elegance Navi,20500,Honda,Civic,2019,46 500 km,Benzina,182 CP,1 498 cm3,Fata,Euro 6,Manuala,Sedan,Romania,,Da
222,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
223,Volkswagen Passat Variant 1.6 TDI Comfortline,13249,Volkswagen,Passat,2016,165 094 km,Diesel,120 CP,1 598 cm3,Fata,,Manuala,Combi,,,Da
224,BMW X3,14750,BMW,X3,2012,161 880 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
225,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
226,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
227,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
228,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
229,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
230,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
231,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
232,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
233,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
234,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
235,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
236,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
237,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
238,Volkswagen Tiguan 2.0 TDI 4Mot DSG Highline,29500,Volkswagen,Tiguan,2019,81 000 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
239,Volkswagen Passat Variant 1.6 TDI Comfortline,13249,Volkswagen,Passat,2016,165 094 km,Diesel,120 CP,1 598 cm3,Fata,,Manuala,Combi,,,Da
240,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
241,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
242,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
243,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
244,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
245,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
246,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
247,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
248,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
249,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
250,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
251,Renault Espace,20949,Renault,Espace,2017,119 992 km,Diesel,,,Fata,,Automata,Monovolum,,,Da
252,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
253,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
254,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
255,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
256,Mercedes-Benz GLA 220 CDI Aut.,19949,Mercedes-Benz,GLA,2016,188 754 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,SUV,,,Da
257,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
258,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
259,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
260,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
261,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
262,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
263,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
264,Audi A3,14450,Audi,A3,2018,172 000 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6c,Automata,Sedan,Belgia,,
265,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
266,BMW Seria 7 740d xDrive Aut.,18990,BMW,Seria 7,2012,260 525 km,Diesel,306 CP,2 993 cm3,4x4 (automat),Euro 5,Automata,Sedan,Germania,,Da
267,Renault Espace,20949,Renault,Espace,2017,119 992 km,Diesel,,,Fata,,Automata,Monovolum,,,Da
268,BMW X3,14750,BMW,X3,2012,161 880 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
269,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
270,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
271,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
272,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
273,Mazda CX-5 CD175 4x4 AT Revolution,13250,Mazda,CX-5,2014,177 749 km,Diesel,175 CP,2 191 cm3,4x4 (automat),,Automata,SUV,,,Da
274,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
275,BMW X1 xDrive20d,9250,BMW,X1,2010,198 653 km,Diesel,177 CP,1 995 cm3,4x4 (manual),,Manuala,SUV,,,Da
276,Mercedes-Benz GLC 220 d 4MATIC,35448,Mercedes-Benz,GLC,2020,168 545 km,Diesel,194 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,Da
277,Mercedes-Benz A,2690,Mercedes-Benz,A,2002,199 000 km,Benzina,102 CP,1 598 cm3,Fata,Euro 4,Automata,Masina de oras,Romania,Da,Da
278,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
279,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
280,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
281,Mercedes-Benz GLC,35899,Mercedes-Benz,GLC,2019,80 000 km,Diesel,164 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
282,BMW X6,93415,BMW,X6,2022,21 100 km,Diesel,340 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
283,Audi A3 2.0 TDI Ambiente,13200,Audi,A3,2016,207 000 km,Diesel,150 CP,1 968 cm3,,,Manuala,Compacta,,,
284,BMW X3,14750,BMW,X3,2014,196 243 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
285,Audi Q3,14550,Audi,Q3,2012,198 264 km,Diesel,177 CP,1 968 cm3,4x4 (automat),,Automata,SUV,,,Da
286,Mitsubishi ASX 1.8 DID 4WD Instyle U06,11450,Mitsubishi,ASX,2012,109 008 km,Diesel,150 CP,1 798 cm3,4x4 (manual),,Manuala,SUV,,,Da
287,Renault Espace,20949,Renault,Espace,2017,119 992 km,Diesel,,,Fata,,Automata,Monovolum,,,Da
288,Mazda CX-7,6900,Mazda,CX-7,2011,198 460 km,Diesel,173 CP,2 184 cm3,4x4 (manual),,Manuala,SUV,,,Da
289,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
290,Mazda CX-5 CD175 4x4 AT Revolution,13250,Mazda,CX-5,2014,177 749 km,Diesel,175 CP,2 191 cm3,4x4 (automat),,Automata,SUV,,,Da
291,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
292,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
293,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,19100,Land Rover,Discovery Sport,2015,175 000 km,Diesel,180 CP,1 999 cm3,,Euro 6,Automata,SUV,,Da,Da
294,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
295,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
296,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
297,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
298,Audi Q3,14550,Audi,Q3,2012,198 264 km,Diesel,177 CP,1 968 cm3,4x4 (automat),,Automata,SUV,,,Da
299,Opel Insignia 2.0 CDTI ECOTEC Sport Aut.,11250,Opel,Insignia,2013,134 099 km,Diesel,195 CP,1 956 cm3,Spate,,Automata,Sedan,,,Da
300,Seat Ateca,18749,Seat,Ateca,2019,146 670 km,Diesel,115 CP,1 598 cm3,Fata,,Automata,SUV,,,Da
301,BMW X3,14750,BMW,X3,2012,161 880 km,Diesel,184 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
302,Jaguar XE 2.0 Prestige,15250,Jaguar,XE,2016,160 566 km,Diesel,180 CP,1 999 cm3,Spate,,Automata,Sedan,,,Da
303,Mercedes-Benz GLA,16950,Mercedes-Benz,GLA,2016,183 093 km,Diesel,109 CP,1 461 cm3,Fata,,Automata,SUV,,,Da
304,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
305,Ford Mondeo 2.0 TDCi Powershift Titanium,14250,Ford,Mondeo,2017,175 586 km,Diesel,150 CP,1 997 cm3,Fata,,Automata,Sedan,,,Da
306,Ford Fiesta,2900,Ford,Fiesta,2005,243 213 km,Diesel,68 CP,1 399 cm3,,,Manuala,Masina de oras,,,
307,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
308,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
309,Skoda Octavia,15900,Skoda,Octavia,2018,120 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,
310,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
311,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
312,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
313,Toyota Auris,13250,Toyota,Auris,2015,73 672 km,Hibrid,,,Fata,,Automata,Compacta,,,Da
314,Opel Insignia 2.0 CDTI ECOTEC Sport Aut.,11250,Opel,Insignia,2013,134 099 km,Diesel,195 CP,1 956 cm3,Spate,,Automata,Sedan,,,Da
315,BMW X4,28250,BMW,X4,2017,114 810 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,SUV,,,Da
316,Seat Ateca,18749,Seat,Ateca,2019,146 670 km,Diesel,115 CP,1 598 cm3,Fata,,Automata,SUV,,,Da
317,Mitsubishi ASX 1.8 DID 4WD Instyle U06,11450,Mitsubishi,ASX,2012,109 008 km,Diesel,150 CP,1 798 cm3,4x4 (manual),,Manuala,SUV,,,Da
318,Seat Ateca,17949,Seat,Ateca,2019,163 621 km,Diesel,115 CP,1 598 cm3,Fata,,Automata,SUV,,,Da
319,Volkswagen Passat Variant 1.6 TDI Comfortline,13249,Volkswagen,Passat,2016,165 094 km,Diesel,120 CP,1 598 cm3,Fata,,Manuala,Combi,,,Da
320,Renault Espace,20949,Renault,Espace,2017,119 992 km,Diesel,,,Fata,,Automata,Monovolum,,,Da
321,Mercedes-Benz G AMG 63 SW Long Aut.,238000,Mercedes-Benz,G,2021,5 050 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6d,Automata,SUV,Romania,,Da
322,Mercedes-Benz GLA 220 CDI Aut.,19949,Mercedes-Benz,GLA,2016,188 754 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,SUV,,,Da
323,Audi Q3 2.0 TDI Quattro Stronic Sport,15990,Audi,Q3,2014,198 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 5b,Automata,SUV,Belgia,Da,Da
324,Volkswagen ID.4 77 kWh GTX,42999,Volkswagen,ID.4,2022,21 000 km,Electric,299 CP,,4x4 (automat),,Automata,SUV,,,
325,Dacia Logan,9200,Dacia,Logan,2020,65 000 km,Benzina,90 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
326,Ford Raptor,43300,Ford,Raptor,2019,34 349 km,Diesel,213 CP,1 996 cm3,4x4 (manual),Euro 6,Automata,SUV,Romania,Da,Da
327,Nissan Qashqai 1.5 dCi ACENTA,11499,Nissan,Qashqai,2015,222 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6,Manuala,SUV,Suedia,Da,Da
328,Mercedes-Benz E,47999,Mercedes-Benz,E,2017,165 000 km,Diesel,194 CP,1 950 cm3,4x4 (automat),Euro 6b,Automata,Sedan,,,Da
329,Mercedes-Benz GLK,10950,Mercedes-Benz,GLK,2009,256 820 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,SUV,Franta,,
