,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
423,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
424,Opel Astra 1.6 CDTI ECOTEC Innovation Aut.,10600,Opel,Astra,2017,128 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6c,Automata,Combi,Italia,,Da
425,Skoda Octavia,29151,Skoda,Octavia,2021,32 999 km,Diesel,115 CP,1 968 cm3,,,Automata,Sedan,,,
426,Renault Clio Estate TCe Intens,10000,Renault,Clio,2019,149 600 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Combi,,Da,Da
427,Mercedes-Benz CLA 220 CDI Aut.,17300,Mercedes-Benz,CLA,2015,211 042 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,Sedan,,,
428,Mercedes-Benz C 250 T CDI DPF BlueEFFICIENCY,6950,Mercedes-Benz,C,2009,305 000 km,Diesel,204 CP,2 143 cm3,Spate,Euro 4,Manuala,Sedan,,,Da
429,Mitsubishi Lancer 1.6 Invite +,2900,Mitsubishi,Lancer,2009,151 000 km,Benzina + GPL,98 CP,1 584 cm3,Fata,,Manuala,Sedan,,,
430,Mercedes-Benz B 180 CDI Autotronic,4900,Mercedes-Benz,B,2009,204 000 km,Diesel,109 CP,1 991 cm3,Fata,,Automata,Monovolum,,,
431,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
432,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
433,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
434,Volvo XC 60 D4 VEA Start-Stop Momentum,14400,Volvo,XC 60,2014,198 807 km,Diesel,181 CP,1 969 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
435,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
436,Audi A6,10450,Audi,A6,2011,290 275 km,Diesel,204 CP,2 967 cm3,4x4 (manual),Euro 5,Automata,Sedan,Germania,,Da
437,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,7300,Mercedes-Benz,E,2012,343 500 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Combi,,,Da
438,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
439,Opel Astra 1.4 Cosmo,3750,Opel,Astra,2011,278 095 km,Benzina,100 CP,1 398 cm3,Fata,,Manuala,Compacta,,,
440,Audi S5 Coupe 3.0 TFSI quattro Stronic,22000,Audi,S5,2014,135 000 km,Benzina,333 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,,,
441,Audi A5,8350,Audi,A5,2008,308 000 km,Diesel,240 CP,2 967 cm3,,,Manuala,Coupe,,,
442,Audi Q5 40 TDI quattro S tronic sport,30950,Audi,Q5,2019,176 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
443,Renault Scenic 1.5dCi Expression,4200,Renault,Scenic,2009,275 062 km,Diesel,86 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Austria,,
444,Renault Clio Estate TCe Intens,10000,Renault,Clio,2019,149 600 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Combi,,Da,Da
445,Mercedes-Benz CLA 220 CDI Aut.,17300,Mercedes-Benz,CLA,2015,211 042 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,Sedan,,,
446,Mercedes-Benz C 250 T CDI DPF BlueEFFICIENCY,6950,Mercedes-Benz,C,2009,305 000 km,Diesel,204 CP,2 143 cm3,Spate,Euro 4,Manuala,Sedan,,,Da
447,Mercedes-Benz B 180 CDI Autotronic,4900,Mercedes-Benz,B,2009,204 000 km,Diesel,109 CP,1 991 cm3,Fata,,Automata,Monovolum,,,
448,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
449,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
450,Volvo XC 60 D4 VEA Start-Stop Momentum,14400,Volvo,XC 60,2014,198 807 km,Diesel,181 CP,1 969 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
451,Audi Q5 2.0 TDI Quattro S tronic Sport,23499,Audi,Q5,2017,200 000 km,Diesel,163 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Olanda,Da,
452,BMW Seria 3,15950,BMW,Seria 3,2015,120 639 km,Diesel,184 CP,1 995 cm3,Spate,,Automata,Sedan,,,Da
453,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
454,Opel Astra 1.4 Cosmo,3750,Opel,Astra,2011,278 095 km,Benzina,100 CP,1 398 cm3,Fata,,Manuala,Compacta,,,
455,Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,17700,Toyota,C-HR,2019,129 500 km,Hibrid,98 CP,1 798 cm3,,,Automata,SUV,,,
456,BMW Z4 M M40i AT,43100,BMW,Z4 M,2021,33 500 km,Benzina,340 CP,2 998 cm3,Spate,Euro 6,Automata,Cabrio,Romania,Da,Da
457,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
458,Audi A5,8350,Audi,A5,2008,308 000 km,Diesel,240 CP,2 967 cm3,,,Manuala,Coupe,,,
459,Audi Q5 40 TDI quattro S tronic sport,30950,Audi,Q5,2019,176 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
460,Renault Scenic 1.5dCi Expression,4200,Renault,Scenic,2009,275 062 km,Diesel,86 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Austria,,
461,Renault Clio Estate TCe Intens,10000,Renault,Clio,2019,149 600 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Combi,,Da,Da
462,Suzuki Swift 1.3 GS,3390,Suzuki,Swift,2008,202 020 km,Benzina,92 CP,1 328 cm3,Fata,Euro 4,Manuala,Masina mica,Romania,,
463,Skoda Roomster 1.6 TDI DPF Comfort PLUS EDITION,4640,Skoda,Roomster,2013,165 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Monovolum,Germania,Da,Da
464,Citroën Berlingo 1.6i 16V,2999,Citroën,Berlingo,2005,330 000 km,Benzina,109 CP,1 587 cm3,Fata,Euro 4,Manuala,Monovolum,Romania,Da,Da
465,Opel Corsa 1.3 CDTI DPF (ecoFLEX) Edition,3000,Opel,Corsa,2011,189 000 km,Diesel,75 CP,1 248 cm3,Fata,,Manuala,Masina mica,,,
466,Mercedes-Benz B 180 CDI Autotronic,4900,Mercedes-Benz,B,2009,204 000 km,Diesel,109 CP,1 991 cm3,Fata,,Automata,Monovolum,,,
467,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
468,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
469,Volvo XC 60 D4 VEA Start-Stop Momentum,14400,Volvo,XC 60,2014,198 807 km,Diesel,181 CP,1 969 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
470,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
471,Audi A6,10450,Audi,A6,2011,290 275 km,Diesel,204 CP,2 967 cm3,4x4 (manual),Euro 5,Automata,Sedan,Germania,,Da
472,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,7300,Mercedes-Benz,E,2012,343 500 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Combi,,,Da
473,Audi Q5 2.0 TDI Quattro S tronic Sport,23499,Audi,Q5,2017,200 000 km,Diesel,163 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Olanda,Da,
474,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
475,Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,17700,Toyota,C-HR,2019,129 500 km,Hibrid,98 CP,1 798 cm3,,,Automata,SUV,,,
476,BMW Z4 M M40i AT,43100,BMW,Z4 M,2021,33 500 km,Benzina,340 CP,2 998 cm3,Spate,Euro 6,Automata,Cabrio,Romania,Da,Da
477,Audi A5,8350,Audi,A5,2008,308 000 km,Diesel,240 CP,2 967 cm3,,,Manuala,Coupe,,,
478,Opel Astra 1.6 CDTI ECOTEC Innovation Aut.,10600,Opel,Astra,2017,128 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6c,Automata,Combi,Italia,,Da
479,Renault Clio Estate TCe Intens,10000,Renault,Clio,2019,149 600 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Combi,,Da,Da
480,Mercedes-Benz CLA 220 CDI Aut.,17300,Mercedes-Benz,CLA,2015,211 042 km,Diesel,170 CP,2 143 cm3,Fata,,Automata,Sedan,,,
481,BMW X6 xDrive30d AT MHEV,86500,BMW,X6,2020,22 800 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
482,Mercedes-Benz A 200 CDI 7G-DCT AMG Line,12990,Mercedes-Benz,A,2015,185 500 km,Diesel,136 CP,2 143 cm3,Fata,,Automata,Compacta,,Da,
483,Opel Corsa 1.3 CDTI DPF (ecoFLEX) Edition,3000,Opel,Corsa,2011,189 000 km,Diesel,75 CP,1 248 cm3,Fata,,Manuala,Masina mica,,,
484,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
485,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
486,BMW Seria 5 530i Aut. Luxury Line,25000,BMW,Seria 5,2017,212 000 km,Benzina,252 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
487,BMW Seria 3,15950,BMW,Seria 3,2015,120 639 km,Diesel,184 CP,1 995 cm3,Spate,,Automata,Sedan,,,Da
488,Audi S5 Coupe 3.0 TFSI quattro Stronic,22000,Audi,S5,2014,135 000 km,Benzina,333 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,,,
489,Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,17700,Toyota,C-HR,2019,129 500 km,Hibrid,98 CP,1 798 cm3,,,Automata,SUV,,,
490,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
491,Audi A5,8350,Audi,A5,2008,308 000 km,Diesel,240 CP,2 967 cm3,,,Manuala,Coupe,,,
492,Opel Astra 1.6 CDTI ECOTEC Innovation Aut.,10600,Opel,Astra,2017,128 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6c,Automata,Combi,Italia,,Da
493,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,13499,Volkswagen,Golf,2015,206 000 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
494,Renault Scenic 1.5dCi Expression,4200,Renault,Scenic,2009,275 062 km,Diesel,86 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Austria,,
495,Renault Clio Estate TCe Intens,10000,Renault,Clio,2019,149 600 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Combi,,Da,Da
496,Suzuki Swift 1.3 GS,3390,Suzuki,Swift,2008,202 020 km,Benzina,92 CP,1 328 cm3,Fata,Euro 4,Manuala,Masina mica,Romania,,
497,Mercedes-Benz A 200 CDI 7G-DCT AMG Line,12990,Mercedes-Benz,A,2015,185 500 km,Diesel,136 CP,2 143 cm3,Fata,,Automata,Compacta,,Da,
498,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
499,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
500,Mercedes-Benz CLS 350 BlueEFFICIENCY 7G-TRONIC,17690,Mercedes-Benz,CLS,2011,257 000 km,Benzina,306 CP,3 498 cm3,,,Automata,Sedan,,,
501,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
502,Audi A6,10450,Audi,A6,2011,290 275 km,Diesel,204 CP,2 967 cm3,4x4 (manual),Euro 5,Automata,Sedan,Germania,,Da
503,Audi Q5 2.0 TDI Quattro S tronic Sport,23499,Audi,Q5,2017,200 000 km,Diesel,163 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Olanda,Da,
504,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
505,Toyota C-HR 1.8 HSD 122 CP 4x2 CVT C-enter,17700,Toyota,C-HR,2019,129 500 km,Hibrid,98 CP,1 798 cm3,,,Automata,SUV,,,
506,Opel Astra 1.6 CDTI ECOTEC Innovation Aut.,10600,Opel,Astra,2017,128 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6c,Automata,Combi,Italia,,Da
507,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,13499,Volkswagen,Golf,2015,206 000 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
508,Audi Q5 40 TDI quattro S tronic sport,30950,Audi,Q5,2019,176 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
509,Renault Scenic 1.5dCi Expression,4200,Renault,Scenic,2009,275 062 km,Diesel,86 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Austria,,
510,Volkswagen Passat,7990,Volkswagen,Passat,2012,180 000 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Manuala,Sedan,Germania,Da,
511,Ford Edge 2.0 TDCi Powershift Sport,21800,Ford,Edge,2018,171 996 km,Diesel,210 CP,1 997 cm3,,,Automata,SUV,,,
512,BMW X6 xDrive30d AT MHEV,86500,BMW,X6,2020,22 800 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
513,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
514,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
515,Mercedes-Benz CLS 350 BlueEFFICIENCY 7G-TRONIC,17690,Mercedes-Benz,CLS,2011,257 000 km,Benzina,306 CP,3 498 cm3,,,Automata,Sedan,,,
516,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
517,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
518,BMW Seria 5 530i Aut. Luxury Line,25000,BMW,Seria 5,2017,212 000 km,Benzina,252 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
519,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,7300,Mercedes-Benz,E,2012,343 500 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Combi,,,Da
520,Audi Q5 2.0 TDI Quattro S tronic Sport,23499,Audi,Q5,2017,200 000 km,Diesel,163 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Olanda,Da,
521,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
522,Audi S5 Coupe 3.0 TFSI quattro Stronic,22000,Audi,S5,2014,135 000 km,Benzina,333 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,,,
523,BMW Z4 M M40i AT,43100,BMW,Z4 M,2021,33 500 km,Benzina,340 CP,2 998 cm3,Spate,Euro 6,Automata,Cabrio,Romania,Da,Da
524,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
525,Audi A5,8350,Audi,A5,2008,308 000 km,Diesel,240 CP,2 967 cm3,,,Manuala,Coupe,,,
526,Ford Edge 2.0 TDCi Powershift Sport,21800,Ford,Edge,2018,171 996 km,Diesel,210 CP,1 997 cm3,,,Automata,SUV,,,
527,Seat Leon 1.4 TSI Start&Stop Style,11500,Seat,Leon,2017,154 724 km,Benzina,125 CP,1 395 cm3,Fata,Euro 6,Manuala,Compacta,Germania,,Da
528,Citroën Berlingo 1.6i 16V,2999,Citroën,Berlingo,2005,330 000 km,Benzina,109 CP,1 587 cm3,Fata,Euro 4,Manuala,Monovolum,Romania,Da,Da
529,Opel Corsa 1.3 CDTI DPF (ecoFLEX) Edition,3000,Opel,Corsa,2011,189 000 km,Diesel,75 CP,1 248 cm3,Fata,,Manuala,Masina mica,,,
530,Mercedes-Benz B 180 CDI Autotronic,4900,Mercedes-Benz,B,2009,204 000 km,Diesel,109 CP,1 991 cm3,Fata,,Automata,Monovolum,,,
531,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
532,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
533,Audi Q5 2.0 TDI Quattro S tronic Sport,23499,Audi,Q5,2017,200 000 km,Diesel,163 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Olanda,Da,
534,Opel Astra 1.4 Cosmo,3750,Opel,Astra,2011,278 095 km,Benzina,100 CP,1 398 cm3,Fata,,Manuala,Compacta,,,
535,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
536,Opel Astra 1.6 CDTI ECOTEC Innovation Aut.,10600,Opel,Astra,2017,128 000 km,Diesel,136 CP,1 598 cm3,Fata,Euro 6c,Automata,Combi,Italia,,Da
537,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,13499,Volkswagen,Golf,2015,206 000 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
538,Renault Scenic 1.5dCi Expression,4200,Renault,Scenic,2009,275 062 km,Diesel,86 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Austria,,
539,Mercedes-Benz A 180 CDI,2699,Mercedes-Benz,A,2005,291 000 km,Diesel,109 CP,1 991 cm3,Fata,Euro 4,Manuala,Compacta,Germania,Da,Da
540,Ford Edge 2.0 TDCi Powershift Sport,21800,Ford,Edge,2018,171 996 km,Diesel,210 CP,1 997 cm3,,,Automata,SUV,,,
541,Seat Leon 1.4 TSI Start&Stop Style,11500,Seat,Leon,2017,154 724 km,Benzina,125 CP,1 395 cm3,Fata,Euro 6,Manuala,Compacta,Germania,,Da
542,Dacia Logan MCV 1.5 Blue dCi Prestige,7299,Dacia,Logan,2018,194 000 km,Diesel,75 CP,1 461 cm3,Fata,Euro 6,Manuala,Combi,Romania,Da,
543,BMW X6 xDrive30d AT MHEV,86500,BMW,X6,2020,22 800 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
544,Mercedes-Benz A 200 CDI 7G-DCT AMG Line,12990,Mercedes-Benz,A,2015,185 500 km,Diesel,136 CP,2 143 cm3,Fata,,Automata,Compacta,,Da,
545,Citroën Berlingo 1.6i 16V,2999,Citroën,Berlingo,2005,330 000 km,Benzina,109 CP,1 587 cm3,Fata,Euro 4,Manuala,Monovolum,Romania,Da,Da
546,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
547,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
548,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
549,Volvo XC 60 D4 VEA Start-Stop Momentum,14400,Volvo,XC 60,2014,198 807 km,Diesel,181 CP,1 969 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
550,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
551,BMW Seria 5 530i Aut. Luxury Line,25000,BMW,Seria 5,2017,212 000 km,Benzina,252 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
552,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
553,Opel Astra 1.4 Cosmo,3750,Opel,Astra,2011,278 095 km,Benzina,100 CP,1 398 cm3,Fata,,Manuala,Compacta,,,
554,Audi S5 Coupe 3.0 TFSI quattro Stronic,22000,Audi,S5,2014,135 000 km,Benzina,333 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,,,
555,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,13499,Volkswagen,Golf,2015,206 000 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
556,Ford Edge 2.0 TDCi Powershift Sport,21800,Ford,Edge,2018,171 996 km,Diesel,210 CP,1 997 cm3,,,Automata,SUV,,,
557,Skoda Roomster 1.6 TDI DPF Comfort PLUS EDITION,4640,Skoda,Roomster,2013,165 000 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Monovolum,Germania,Da,Da
558,Citroën Berlingo 1.6i 16V,2999,Citroën,Berlingo,2005,330 000 km,Benzina,109 CP,1 587 cm3,Fata,Euro 4,Manuala,Monovolum,Romania,Da,Da
559,Mercedes-Benz B 180 CDI Autotronic,4900,Mercedes-Benz,B,2009,204 000 km,Diesel,109 CP,1 991 cm3,Fata,,Automata,Monovolum,,,
560,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
561,Ford Mustang Convertible 2.3 Eco Boost Aut.,35000,Ford,Mustang,2018,17 000 km,Benzina,290 CP,2 261 cm3,Spate,Euro 6,Automata,Cabrio,Statele Unite ale Americii,,Da
562,BMW Seria 5 530i Aut. Luxury Line,25000,BMW,Seria 5,2017,212 000 km,Benzina,252 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
563,BMW Seria 3,15950,BMW,Seria 3,2015,120 639 km,Diesel,184 CP,1 995 cm3,Spate,,Automata,Sedan,,,Da
564,Mercedes-Benz S 500 4MATIC MHEV Long Aut.,138040,Mercedes-Benz,S,2022,17 000 km,Benzina,435 CP,2 999 cm3,,Euro 6,Automata,Sedan,Germania,Da,Da
565,Opel Astra 1.4 Cosmo,3750,Opel,Astra,2011,278 095 km,Benzina,100 CP,1 398 cm3,Fata,,Manuala,Compacta,,,
566,Audi S5 Coupe 3.0 TFSI quattro Stronic,22000,Audi,S5,2014,135 000 km,Benzina,333 CP,2 995 cm3,4x4 (automat),,Automata,Coupe,,,
567,BMW Z4 M M40i AT,43100,BMW,Z4 M,2021,33 500 km,Benzina,340 CP,2 998 cm3,Spate,Euro 6,Automata,Cabrio,Romania,Da,Da
568,Opel Corsa 1.7 CDTI Cosmo,5250,Opel,Corsa,2012,218 000 km,Diesel,130 CP,1 686 cm3,Fata,Euro 5,Manuala,Masina de oras,Germania,,Da
569,Volkswagen Golf 1.4 GTE Plug-In-Hybrid DSG,13499,Volkswagen,Golf,2015,206 000 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
570,Audi Q5 40 TDI quattro S tronic sport,30950,Audi,Q5,2019,176 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
571,Dacia Logan MCV 1.5 Blue dCi Prestige,7299,Dacia,Logan,2018,194 000 km,Diesel,75 CP,1 461 cm3,Fata,Euro 6,Manuala,Combi,Romania,Da,
572,BMW X6 xDrive30d AT MHEV,86500,BMW,X6,2020,22 800 km,Diesel,286 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
573,Citroën Berlingo 1.6i 16V,2999,Citroën,Berlingo,2005,330 000 km,Benzina,109 CP,1 587 cm3,Fata,Euro 4,Manuala,Monovolum,Romania,Da,Da
574,Opel Corsa 1.3 CDTI DPF (ecoFLEX) Edition,3000,Opel,Corsa,2011,189 000 km,Diesel,75 CP,1 248 cm3,Fata,,Manuala,Masina mica,,,
575,Mercedes-Benz E 200 CDI BlueEfficiency Aut.,9990,Mercedes-Benz,E,2011,253 304 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Automata,Sedan,Germania,Da,Da
576,Renault Megane ENERGY dCi 110 Start & Stop Dynamique,9700,Renault,Megane,2018,184 000 km,Diesel,110 CP,1 461 cm3,,,Manuala,Combi,,,
577,Audi A3,6999,Audi,A3,2005,34 900 km,Diesel,140 CP,1 968 cm3,Fata,Euro 4,Manuala,Coupe,Germania,,Da
578,Volvo XC 60 D4 VEA Start-Stop Momentum,14400,Volvo,XC 60,2014,198 807 km,Diesel,181 CP,1 969 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
