,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
371,Volkswagen Passat 1.9TDI Comfortline,3999,Volkswagen,Passat,2009,227 000 km,Diesel,105 CP,1 896 cm3,Fata,,Manuala,Sedan,,,
372,Land Rover Range Rover Velar R-Dynamic 2.0 D200 MHEV HSE,89133,Land Rover,Range Rover Velar,2023,2 500 km,Diesel,204 CP,1 997 cm3,,Euro 6,Automata,SUV,,,Da
373,Mercedes-Benz G 500 SW Long Aut.,154200,Mercedes-Benz,G,2020,63 500 km,Benzina,422 CP,3 982 cm3,,Euro 6,Automata,SUV,,,Da
374,Mercedes-Benz G 350 d SW Long,138500,Mercedes-Benz,G,2020,66 300 km,Diesel,285 CP,2 925 cm3,,Euro 6,Automata,SUV,,,Da
375,Porsche Cayenne Tiptronic S Platinum Edition,101199,Porsche,Cayenne,2023,9 700 km,Benzina,340 CP,2 995 cm3,,Euro 6,Automata,SUV,,,Da
376,Land Rover Range Rover Velar R-Dynamic 3.0 D300 MHEV HSE,85900,Land Rover,Range Rover Velar,2022,22 000 km,Diesel,300 CP,2 996 cm3,4x4 (automat),Euro 6,Automata,SUV,Regatul Unit,,
377,Mercedes-Benz GLE Coupe 350 de 4MATIC,120003,Mercedes-Benz,GLE Coupe,2023,2 km,Hibrid,197 CP,1 993 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,Da
378,Lexus Seria NX 450h+ 2.5 TNGA HV 25H PHEV CVT Luxury,68398,Lexus,Seria NX,2023,14 799 km,Hibrid,185 CP,2 487 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
379,Renault Talisman Grandtour ENERGY dCi 160 EDC INITIALE PARIS,14490,Renault,Talisman,2017,178 821 km,Diesel,160 CP,1 598 cm3,Fata,Euro 6,Automata,Combi,Franta,Da,Da
380,BMW Seria 5 520d xDrive Touring Aut.,24900,BMW,Seria 5,2017,130 632 km,Diesel,190 CP,1 995 cm3,4x4 (automat),,Automata,Combi,,,
381,Mercedes-Benz S 400 d 4MATIC Long Aut,144228,Mercedes-Benz,S,2022,4 km,Diesel,330 CP,2 925 cm3,4x4 (automat),,Automata,Sedan,Germania,,Da
382,Skoda Octavia 2.0 TDI (Green tec) DSG Ambition,12495,Skoda,Octavia,2019,219 000 km,Diesel,150 CP,1 968 cm3,Fata,,Automata,Combi,Germania,Da,Da
383,Mercedes-Benz AMG,159341,Mercedes-Benz,AMG,2023,8 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6d,Automata,Coupe,,Da,Da
384,BMW Seria 4 420d Gran Coupe xDrive Aut. M Sport,60899,BMW,Seria 4,2022,15 100 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,,Da
385,Bentley Bentayga,234779,Bentley,Bentayga,2022,8 500 km,Hibrid,449 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
386,Opel Astra GTC 1.9 CDTI Sport,3499,Opel,Astra,2010,180 261 km,Diesel,120 CP,1 910 cm3,Fata,,Manuala,Coupe,,,
387,Mercedes-Benz C 300 e 4Matic 9G-TRONIC AMG Line,81039,Mercedes-Benz,C,2023,6 km,Hibrid,204 CP,1 999 cm3,4x4 (automat),Euro 6d,Automata,Sedan,,Da,Da
388,Toyota Yaris,5750,Toyota,Yaris,2014,229 337 km,Diesel,90 CP,1 364 cm3,Fata,Euro 5,Manuala,Masina de oras,Romania,Da,Da
389,Volvo XC 60 T8 Twin Engine AWD Inscription,41989,Volvo,XC 60,2019,74 100 km,Hibrid,303 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Suedia,Da,Da
390,Nissan Qashqai,13990,Nissan,Qashqai,2017,156 996 km,Diesel,110 CP,1 461 cm3,Fata,Euro 6b,Manuala,SUV,,,
391,Ford Transit,31800,Ford,Transit,2023,1 km,Diesel,130 CP,1 995 cm3,,Euro 6d-Temp,Manuala,SUV,,,
392,Volkswagen Passat,17500,Volkswagen,Passat,2015,111 059 km,Diesel,190 CP,1 968 cm3,,,Automata,Sedan,,,
393,Mercedes-Benz GLE 350 d 4MATIC,57990,Mercedes-Benz,GLE,2019,119 000 km,Diesel,272 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
394,Mercedes-Benz Sprinter 315 CDI 906.235 Aut.,17500,Mercedes-Benz,Sprinter,2011,129 928 km,Diesel,150 CP,2 148 cm3,,,Automata,Monovolum,,,
395,Mitsubishi Outlander PHEV 2.4 L 4X4 Intense,24990,Mitsubishi,Outlander,2019,124 000 km,Hibrid,135 CP,2 360 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
396,Jaguar S-Type,4900,Jaguar,S-Type,2006,189 000 km,Diesel,207 CP,2 720 cm3,Spate,,Automata,Sedan,,,
397,Mercedes-Benz C 300 4Matic 9G-TRONIC AMG Line Advanced,65956,Mercedes-Benz,C,2023,1 km,Benzina,258 CP,1 999 cm3,4x4 (manual),,Automata,Compacta,,,Da
398,Volkswagen Passat Alltrack 2.0 TDI SCR 4Motion DSG,26500,Volkswagen,Passat Alltrack,2019,99 675 km,Diesel,190 CP,1 968 cm3,4x4 (manual),,Automata,Combi,,,
399,Mercedes-Benz GLC Coupe 300 e 4MATIC,98371,Mercedes-Benz,GLC Coupe,2023,15 km,Hibrid,204 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
400,Seat Leon 1.5 TGI Start&Stop Style,13900,Seat,Leon,2019,65 000 km,Benzina + CNG,130 CP,1 498 cm3,Fata,Euro 6,Manuala,Masina mica,Spania,,Da
401,Skoda Octavia Combi 1.6 TDI Ambition,12784,Skoda,Octavia,2019,185 913 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Italia,,
402,Opel Astra 1.6 CDTI Active,7950,Opel,Astra,2015,197 000 km,Diesel,110 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,,,
403,Mercedes-Benz EQE,108566,Mercedes-Benz,EQE,2023,5 000 km,Electric,292 CP,,4x4 (automat),,Automata,SUV,,,Da
404,Volkswagen Tiguan 2.0 TDI SCR DSG 4Motion Elegance,40700,Volkswagen,Tiguan,2022,15 880 km,Diesel,200 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
405,BMW Seria 1 118i Advantage,12999,BMW,Seria 1,2017,101 000 km,Benzina,136 CP,1 499 cm3,Spate,Euro 6,Manuala,Compacta,,,
406,Audi Q7 3.0 TDI Quattro Tiptronic,42990,Audi,Q7,2018,115 460 km,Diesel,272 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
407,Mercedes-Benz GLB 220 d 4MATIC Aut.,66000,Mercedes-Benz,GLB,2023,5 km,Diesel,190 CP,1 950 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,Da
408,Skoda Kamiq 1.5 TSI Ambition,23162,Skoda,Kamiq,2023,6 km,Benzina,150 CP,1 498 cm3,Fata,,Manuala,SUV,,,Da
409,BMW Seria 3 320d Cabriolet,9490,BMW,Seria 3,2010,240 488 km,Diesel,184 CP,1 995 cm3,Spate,Euro 5,Automata,Cabrio,Romania,,
410,Mercedes-Benz A 180 7G-DCT,34724,Mercedes-Benz,A,2022,9 652 km,Benzina,136 CP,1 332 cm3,Fata,,Automata,Compacta,,,
411,Skoda Kamiq 1.5 TSI Ambition,23162,Skoda,Kamiq,2023,6 km,Benzina,150 CP,1 498 cm3,Fata,,Manuala,SUV,,,Da
412,Mercedes-Benz A 250 e 8G-DCT,35899,Mercedes-Benz,A,2022,11 125 km,Hibrid,160 CP,1 332 cm3,Fata,,Automata,Compacta,,,
413,Porsche Cayenne,62990,Porsche,Cayenne,2018,123 007 km,Benzina,440 CP,2 894 cm3,4x4 (automat),,Automata,SUV,,,
414,Audi A6 2.0 TDI DPF Avant,8799,Audi,A6,2009,279 000 km,Diesel,136 CP,1 968 cm3,Fata,Euro 5,Manuala,Combi,,Da,Da
415,Mercedes-Benz S 350 d BlueTEC 4M Long Aut,58500,Mercedes-Benz,S,2016,54 401 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,
416,BMW Seria 3 320d xDrive Coupe Aut. Edition Exclusive,11490,BMW,Seria 3,2012,230 000 km,Diesel,184 CP,1 995 cm3,4x4 (automat),Euro 5,Automata,Coupe,Franta,Da,Da
417,Opel Corsa Corsa-e,27200,Opel,Corsa,2023,1 km,Electric,136 CP,,Fata,Euro 6,Automata,Masina de oras,,Da,Da
418,BMW Seria 5 520d xDrive AT,31500,BMW,Seria 5,2017,75 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
419,Skoda Superb,23443,Skoda,Superb,2019,107 579 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Combi,Romania,Da,
420,Chevrolet Camaro,26489,Chevrolet,Camaro,2018,57 635 km,Benzina,340 CP,3 640 cm3,,,Automata,Coupe,,,
421,Renault Captur,10450,Renault,Captur,2016,52 058 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,SUV,,,
422,Kia Sportage,13989,Kia,Sportage,2015,81 300 km,Diesel,115 CP,1 685 cm3,Fata,,Manuala,SUV,,,
423,BMW Seria 5 520d Aut.,10800,BMW,Seria 5,2011,260 000 km,Diesel,184 CP,1 995 cm3,,,Automata,Sedan,,,
424,Skoda Octavia,13990,Skoda,Octavia,2018,121 303 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
425,Volkswagen Passat,21599,Volkswagen,Passat,2019,34 922 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Germania,Da,
426,Audi A6,42000,Audi,A6,2019,39 000 km,Benzina,340 CP,2 995 cm3,4x4 (automat),,Automata,Sedan,Romania,Da,Da
427,Audi A6,25990,Audi,A6,2018,89 827 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,
428,Volkswagen Passat 2.0 TDI DSG Highline,17500,Volkswagen,Passat,2015,210 800 km,Diesel,190 CP,1 968 cm3,Fata,,Automata,Sedan,,,
429,Audi Q5 2.0 40 TDI quattro S tronic Design,33500,Audi,Q5,2018,73 286 km,Diesel,190 CP,1 968 cm3,4x4 (automat),,Automata,SUV,,,
430,Volkswagen Golf Plus 1.4 TSI DSG Comfortline,6590,Volkswagen,Golf Plus,2009,198 700 km,Benzina,122 CP,1 390 cm3,Fata,Euro 5,Automata,Monovolum,Germania,Da,Da
431,BMW X5 M M50i,82125,BMW,X5 M,2022,25 700 km,Benzina,530 CP,4 395 cm3,,Euro 6,Automata,SUV,,,Da
432,Chevrolet Captiva 2.2D AWD 7 locuri LT,7990,Chevrolet,Captiva,2013,193 000 km,Diesel,184 CP,2 231 cm3,,,Manuala,SUV,,,
433,Volkswagen Scirocco 1.4 TSI Edition,5700,Volkswagen,Scirocco,2009,190 000 km,Benzina,160 CP,1 390 cm3,Fata,Euro 5,Manuala,Coupe,,,
434,Jeep Renegade,38200,Jeep,Renegade,2021,14 020 km,Hibrid,180 CP,1 332 cm3,Fata,Euro 6c,Automata,SUV,Romania,Da,Da
435,Jeep Compass 1.3T 4xe AT6 PHEV Limited,28500,Jeep,Compass,2020,94 642 km,Hibrid,180 CP,1 332 cm3,4x4 (automat),Euro 6,Automata,SUV,,,Da
436,BMW Seria 8 840d xDrive Gran Coupe,63989,BMW,Seria 8,2020,72 155 km,Diesel,320 CP,2 993 cm3,4x4 (automat),,Automata,Coupe,,,
437,BMW X5 xDrive40d,59718,BMW,X5,2018,73 800 km,Diesel,313 CP,2 993 cm3,,Euro 6,Automata,SUV,,,Da
438,Hyundai ix35,10699,Hyundai,ix35,2014,223 000 km,Diesel,136 CP,1 995 cm3,Fata,Euro 5,Manuala,SUV,Germania,Da,Da
439,Mercedes-Benz A 250 e Aut.,29900,Mercedes-Benz,A,2020,65 129 km,Hibrid,160 CP,1 332 cm3,Fata,Euro 6,Automata,Compacta,,,
440,Volkswagen ARTEON 2.0 TDI DSG Elegance,24500,Volkswagen,ARTEON,2019,145 296 km,Diesel,190 CP,1 968 cm3,Fata,,Automata,Sedan,,,
441,Mercedes-Benz ML 320 CDI Aut,7800,Mercedes-Benz,ML,2008,311 590 km,Diesel,224 CP,2 987 cm3,,,Automata,SUV,,,
442,Mercedes-Benz E 350 CDI DPF Cabrio BlueEFFICIENCY 7G-TRONIC Avantgarde,13500,Mercedes-Benz,E,2011,179 000 km,Diesel,231 CP,2 987 cm3,Spate,Euro 4,Automata,Cabrio,Germania,,
443,Volkswagen Tiguan 1.4 TSI 4Motion (BlueMotion Technology) DSG Comfortline,21990,Volkswagen,Tiguan,2017,86 905 km,Benzina,150 CP,1 395 cm3,4x4 (automat),,Automata,SUV,Norvegia,,
444,Audi A4 35 TFSI S tronic,31400,Audi,A4,2023,2 km,Benzina,150 CP,1 984 cm3,Fata,,Automata,Sedan,,Da,Da
445,BMW Seria 4 420i Gran Coupe Aut. M Sport,47498,BMW,Seria 4,2022,19 000 km,Benzina,184 CP,1 998 cm3,Spate,Euro 6,Automata,Coupe,Germania,Da,Da
446,Ford Ranger Pick-Up 4x4 Cabina Dubla XLT,14900,Ford,Ranger,2012,120 000 km,Diesel,150 CP,2 198 cm3,4x4 (automat),,Manuala,SUV,,,
447,Audi Q7 e-tron 3.0 TDI quattro Tiptronic,49147,Audi,Q7,2017,68 945 km,Hibrid,258 CP,2 967 cm3,4x4 (automat),,Automata,SUV,,Da,Da
448,BMW Seria 2 220d Gran Coupe Aut. M Sport,38990,BMW,Seria 2,2023,22 500 km,Diesel,190 CP,1 995 cm3,Fata,,Automata,Coupe,,,
449,Skoda Superb 2.0 TDI DSG Ambition,36969,Skoda,Superb,2022,44 990 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
450,Skoda Octavia,17200,Skoda,Octavia,2018,121 463 km,Diesel,150 CP,1 968 cm3,4x4 (automat),,Automata,Sedan,,,
451,Skoda Octavia 2.0 TDI (Green tec) DSG Style,7900,Skoda,Octavia,2013,226 500 km,Diesel,150 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
452,Renault Kadjar Blue dCi EDC Intens,15470,Renault,Kadjar,2019,180 000 km,Diesel,116 CP,1 461 cm3,Fata,Euro 6,Automata,SUV,Germania,Da,Da
453,Audi A7 55 TFSI quattro S tronic,57000,Audi,A7,2019,107 267 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
454,Lincoln Navigator,13990,Lincoln,Navigator,2010,164 785 km,Benzina,220 CP,5 408 cm3,,,Automata,SUV,,,
455,Audi A6,5900,Audi,A6,2008,165 968 km,Benzina,170 CP,1 984 cm3,Fata,Euro 4,Automata,Sedan,,,Da
456,Microcar M.Go,8200,Microcar,M.Go,2009,35 350 km,Benzina,21 CP,505 cm3,,,Automata,Masina mica,,,
457,Mercedes-Benz CLS 400 d 4Matic 9G-TRONIC Avantgarde,51500,Mercedes-Benz,CLS,2019,77 000 km,Diesel,340 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,Coupe,Germania,Da,Da
458,Mercedes-Benz ML 350 BlueTEC 4MATIC 7G-TRONIC,17990,Mercedes-Benz,ML,2013,235 000 km,Diesel,258 CP,2 987 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
459,Audi A3 1.4 TFSI Sportback Attraction,12999,Audi,A3,2014,150 741 km,Benzina,122 CP,1 395 cm3,Fata,Euro 5,Manuala,Compacta,Germania,,Da
460,Opel Astra,1999,Opel,Astra,2005,223 411 km,Benzina,90 CP,1 364 cm3,Fata,Euro 4,Manuala,Masina de oras,,,
461,Hyundai Tucson 1.6 CRDi 48V-Hybrid 4WD DCT Trend,30998,Hyundai,Tucson,2021,15 012 km,Diesel,136 CP,1 598 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
462,Audi Q3 2.0 TDI Quattro S-Tronic,15999,Audi,Q3,2014,197 261 km,Diesel,177 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,
463,BMW Seria 5 530d xDrive,17999,BMW,Seria 5,2015,240 000 km,Diesel,258 CP,2 993 cm3,,,Automata,Combi,,,
464,Peugeot 2008,10234,Peugeot,2008,2018,115 402 km,Diesel,99 CP,1 499 cm3,Fata,Euro 6,Manuala,SUV,Romania,Da,
465,BMW X3,7490,BMW,X3,2008,241 000 km,Diesel,177 CP,1 995 cm3,4x4 (automat),Euro 4,Automata,SUV,,,
466,Nissan Qashqai+2 2.0 dCi DPF Acenta,6900,Nissan,Qashqai+2,2011,255 000 km,Diesel,150 CP,1 995 cm3,4x4 (manual),,Manuala,Monovolum,,,
467,Renault Talisman,13449,Renault,Talisman,2016,110 230 km,Diesel,130 CP,1 598 cm3,Spate,Euro 6,Automata,Sedan,Romania,,
468,Dacia Logan,8152,Dacia,Logan,2018,78 834 km,Diesel,75 CP,1 461 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
469,Renault Megane,9401,Renault,Megane,2016,235 908 km,Diesel,130 CP,1 598 cm3,,,Manuala,Sedan,,,
470,Ford Kuga,26240,Ford,Kuga,2023,5 km,Benzina,150 CP,1 498 cm3,,Euro 6,Manuala,SUV,,,Da
471,Toyota Aygo 1.0 VVY-I 5 usi X-cite,8800,Toyota,Aygo,2020,65 000 km,Benzina,72 CP,998 cm3,Fata,Euro 6,Manuala,Masina mica,Romania,Da,
472,Dacia Sandero Stepway,12990,Dacia,Sandero Stepway,2021,57 500 km,Benzina + GPL,90 CP,999 cm3,Fata,Euro 6,Manuala,Masina de oras,,,
473,BMW Seria 3 320d Touring xDrive Aut. Sport Line,27500,BMW,Seria 3,2020,135 428 km,Diesel,190 CP,1 995 cm3,4x4 (manual),,Automata,Combi,,,
474,Dacia Logan,11990,Dacia,Logan,2021,57 300 km,Benzina + GPL,100 CP,999 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
475,Audi RS7 4.0 TFSI quattro Tiptronic,157189,Audi,RS7,2023,20 km,Benzina,600 CP,3 996 cm3,,Euro 6,Automata,Sedan,,Da,Da
476,Nissan Qashqai 1.3 l Mild-Hybrid X-Tronic 4WD N-Connecta,31900,Nissan,Qashqai,2023,5 000 km,Benzina,156 CP,1 332 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,Da,Da
477,Mercedes-Benz C,28990,Mercedes-Benz,C,2018,61 083 km,Diesel,170 CP,2 143 cm3,Spate,Euro 6,Automata,Coupe,,Da,Da
478,Kia Sportage 1.6 DSL MHEV 7DCT HP 4x4 Style,23500,Kia,Sportage,2021,29 549 km,Diesel,136 CP,1 598 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
479,Mercedes-Benz E,95027,Mercedes-Benz,E,2023,2 km,Hibrid,204 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
480,Smart Fortwo coupe Electric drive,13270,Smart,Fortwo,2020,31 000 km,Electric,82 CP,,Spate,Euro 6,Automata,Coupe,Germania,,Da
481,Skoda Octavia 1.6 TDI Style,15300,Skoda,Octavia,2018,103 112 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
482,Skoda Fabia 1.0 MPI Style,8568,Skoda,Fabia,2019,111 000 km,Benzina,75 CP,999 cm3,Fata,Euro 6,Manuala,Masina de oras,Romania,Da,Da
483,Toyota Corolla,25900,Toyota,Corolla,2022,30 307 km,Hibrid,98 CP,1 798 cm3,Fata,Euro 6,Automata,Sedan,,,
484,Skoda Octavia,12349,Skoda,Octavia,2019,198 581 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
485,Mercedes-Benz GLC Coupe 250 d 4Matic 9G-TRONIC AMG Line,42700,Mercedes-Benz,GLC Coupe,2019,91 380 km,Diesel,204 CP,2 143 cm3,4x4 (manual),Euro 6d-Temp,Automata,SUV,Franta,Da,Da
486,Toyota Corolla,25900,Toyota,Corolla,2022,30 307 km,Hibrid,98 CP,1 798 cm3,Fata,Euro 6,Automata,Sedan,,,
487,Ford Transit FT 300 M TDCi,5950,Ford,Transit,2008,390 082 km,Diesel,110 CP,2 198 cm3,Fata,Euro 4,Manuala,Monovolum,,,
488,Skoda Octavia,12349,Skoda,Octavia,2019,198 581 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
489,Mercedes-Benz GLC Coupe 250 d 4Matic 9G-TRONIC AMG Line,42700,Mercedes-Benz,GLC Coupe,2019,91 380 km,Diesel,204 CP,2 143 cm3,4x4 (manual),Euro 6d-Temp,Automata,SUV,Franta,Da,Da
490,Nissan X-Trail ePower N-Connecta Plus,49000,Nissan,X-Trail,2024,10 km,Hibrid,158 CP,1 497 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,Da
491,Nissan Qashqai,8990,Nissan,Qashqai,2012,203 000 km,Diesel,110 CP,1 500 cm3,Fata,Euro 5,Manuala,SUV,Italia,Da,Da
492,Skoda Octavia Combi 2.0 TDI DSG Style,22700,Skoda,Octavia,2022,82 400 km,Diesel,115 CP,1 968 cm3,Fata,,Automata,Combi,Germania,,
493,Peugeot 308 1.6 BlueHDi FAP STT Active,9450,Peugeot,308,2016,108 000 km,Diesel,120 CP,1 560 cm3,Fata,Euro 6,Manuala,Masina mica,Romania,Da,
494,Audi A6 35 TDI S tronic design,33320,Audi,A6,2020,69 000 km,Diesel,163 CP,1 968 cm3,Fata,,Automata,Sedan,Germania,Da,Da
495,BMW Seria 8 840d xDrive,57000,BMW,Seria 8,2018,94 000 km,Diesel,320 CP,2 993 cm3,4x4 (automat),,Automata,Coupe,,,
496,Skoda Octavia 1.6 TDI DSG Ambition,15800,Skoda,Octavia,2017,176 763 km,Diesel,110 CP,1 598 cm3,Fata,Euro 6,Automata,Combi,Belgia,,Da
497,Citroën C3 BlueHDi 100 S&S FEEL,8690,Citroën,C3,2018,169 351 km,Diesel,99 CP,1 560 cm3,Fata,Euro 6,Manuala,Masina de oras,Franta,,Da
498,Cadillac BLS 1.9 D DPF Business,3999,Cadillac,BLS,2007,225 000 km,Diesel,150 CP,1 910 cm3,Fata,Euro 4,Manuala,Sedan,Germania,,Da
499,Volvo XC 60 D4 AWD R-Design,26390,Volvo,XC 60,2018,219 500 km,Diesel,190 CP,1 969 cm3,4x4 (automat),,Automata,SUV,,,
500,Honda Civic 1.4 i-VTEC Type S,5399,Honda,Civic,2009,217 000 km,Benzina,100 CP,1 339 cm3,Fata,Euro 5,Manuala,Compacta,Germania,Da,Da
501,Volkswagen Passat,21750,Volkswagen,Passat,2018,122 879 km,Diesel,150 CP,1 968 cm3,,Euro 6,Automata,Sedan,Romania,,
502,Fiat Punto 1.4,3990,Fiat,Punto,2009,168 000 km,Benzina,77 CP,1 368 cm3,Fata,Euro 5,Manuala,Compacta,,,
503,Audi A4,25900,Audi,A4,2021,158 087 km,Diesel,190 CP,1 968 cm3,Fata,,Automata,Sedan,,,
504,BMW Seria 3 320d Efficient Dynamic Edition Aut. Edition Luxury Line Purity,15900,BMW,Seria 3,2016,240 000 km,Diesel,163 CP,1 995 cm3,,,Automata,Sedan,,,
505,BMW X5 xDrive40i,81500,BMW,X5,2022,18 450 km,Benzina,340 CP,2 998 cm3,4x4 (automat),,Automata,SUV,,,
506,Porsche 911 Carrera GTS PDK,159341,Porsche,911,2022,22 655 km,Benzina,480 CP,2 981 cm3,Spate,Euro 6,Automata,Coupe,Germania,,Da
507,Volkswagen Passat CC 2.0 TDI BlueMotion Technology Exclusive,10948,Volkswagen,Passat CC,2012,151 000 km,Diesel,170 CP,1 968 cm3,Fata,,Manuala,Sedan,Germania,Da,Da
508,Audi A5 Sportback 2.0 TDI quattro S tronic,27500,Audi,A5,2017,181 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,,Da
509,Mercedes-Benz A 250 e Aut.,63544,Mercedes-Benz,A,2023,2 km,Hibrid,163 CP,1 332 cm3,,Euro 6,Automata,Masina de oras,,,Da
510,Audi RS Q8 RSQ8 4.0 TFSI quattro Tiptronic,119949,Audi,RS Q8,2020,46 300 km,Benzina,600 CP,3 996 cm3,,,Automata,SUV,,,
511,Mercedes-Benz GLC 300 e 4MATIC,50900,Mercedes-Benz,GLC,2021,46 399 km,Hibrid,211 CP,1 991 cm3,4x4 (automat),,Automata,SUV,,,
512,Dacia Logan MCV 0.9 TCe Prestige,9200,Dacia,Logan,2020,24 500 km,Benzina,90 CP,898 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
513,Skoda Superb Combi 1.6 TDI GreenLine,8990,Skoda,Superb,2015,278 380 km,Diesel,120 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,
514,Renault Kadjar Energy dCi 130 4x4 XMOD,13999,Renault,Kadjar,2015,242 100 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 6,Manuala,SUV,,,Da
515,BMW X5 X5M,43435,BMW,X5,2016,110 964 km,Benzina,575 CP,4 395 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
516,BMW Seria 1 118d xDrive Advantage,15500,BMW,Seria 1,2017,222 500 km,Diesel,150 CP,1 995 cm3,4x4 (automat),Euro 6,Manuala,Compacta,Germania,,
517,"Renault Master 2.3 dCi 110 Combi 3,5t L2H2 8+1 locuri 4,7 m3 Confort",12990,Renault,Master,2017,141 643 km,Diesel,110 CP,2 299 cm3,Fata,Euro 5,Manuala,Monovolum,Romania,Da,Da
518,Skoda Superb Combi 2.0 TDI DSG Ambition,19900,Skoda,Superb,2019,155 800 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,Romania,,
519,Volkswagen Golf 1.6 TDI (BlueMotion Technology) Comfortline,12400,Volkswagen,Golf,2020,161 000 km,Diesel,115 CP,1 598 cm3,,,Manuala,Compacta,,,
520,Fiat 500X 1.4 M-Air 4X4 Aut. Cross,14450,Fiat,500X,2017,55 000 km,Benzina,170 CP,1 368 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
521,Mercedes-Benz V 300 d Lung Exclusive,89988,Mercedes-Benz,V,2023,2 610 km,Diesel,239 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,Monovolum,Romania,Da,Da
522,Renault Megane,6290,Renault,Megane,2012,238 120 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Olanda,,Da
523,Volkswagen Polo 2.0 TSI DSG GTI,18000,Volkswagen,Polo,2019,98 000 km,Benzina,200 CP,1 984 cm3,Fata,Euro 6,Automata,Compacta,Olanda,,Da
524,Volkswagen Multivan L 1.4 eHybrid DSG 160KW Style,66000,Volkswagen,Multivan,2022,12 700 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
525,Fiat Grande Punto 1.3 Multijet 16v Active,3190,Fiat,Grande Punto,2012,196 005 km,Diesel,75 CP,1 248 cm3,,,Manuala,Masina de oras,,,
526,BMW Seria 3,24990,BMW,Seria 3,2019,187 000 km,Diesel,190 CP,1 995 cm3,Spate,Euro 6,Automata,Sedan,Danemarca,Da,Da
527,Renault Megane dCi 110 FAP LIMITED,7900,Renault,Megane,2014,114 381 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Combi,Germania,,Da
528,Cupra Formentor,34950,Cupra,Formentor,2023,300 km,Hibrid,204 CP,1 395 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
