,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
399,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
400,Mercedes-Benz GLE,99950,Mercedes-Benz,GLE,2022,3 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
401,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
402,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,26000,Land Rover,Discovery Sport,2017,86 000 km,Diesel,150 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
403,Volkswagen Golf Variant 1.6 TDI SCR Trendline,14498,Volkswagen,Golf,2020,167 499 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,Da
404,Porsche Cayenne Coupe S,85000,Porsche,Cayenne Coupe,2020,78 000 km,Benzina,440 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,
405,Jeep Wrangler Unlimited 2.8 CRD AT Sahara,37900,Jeep,Wrangler,2016,110 000 km,Diesel,200 CP,2 776 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
406,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
407,Land Rover Range Rover Velar 2.0 HSE,43990,Land Rover,Range Rover Velar,2020,175 000 km,Diesel,179 CP,1 999 cm3,,,Automata,SUV,,,
408,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
409,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
410,Volkswagen Golf,13000,Volkswagen,Golf,2019,163 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
411,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
412,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
413,Nissan Note,3600,Nissan,Note,2006,150 000 km,Diesel,90 CP,1 495 cm3,,,Manuala,Compacta,Franta,Da,
414,Mercedes-Benz C,6800,Mercedes-Benz,C,2008,170 000 km,Benzina,183 CP,1 796 cm3,Spate,Euro 4,Manuala,Sedan,Romania,,
415,Volvo XC 60,34877,Volvo,XC 60,2018,42 363 km,Hibrid,320 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Italia,,Da
416,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
417,Seat Ateca 2.0 TDI 4Drive DSG XCELLENCE,21408,Seat,Ateca,2018,102 338 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
418,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
419,Volkswagen ARTEON 2.0 TDI DSG Elegance,45570,Volkswagen,ARTEON,2022,5 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
420,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
421,Mercedes-Benz C 200 (BlueTEC) d T 7G-TRONIC,13450,Mercedes-Benz,C,2015,234 749 km,Diesel,136 CP,1 598 cm3,Spate,Euro 6,Automata,Combi,Italia,,
422,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
423,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
424,Audi A6,5200,Audi,A6,2008,281 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
425,Porsche Cayenne Coupe S,85000,Porsche,Cayenne Coupe,2020,78 000 km,Benzina,440 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,
426,Jeep Wrangler Unlimited 2.8 CRD AT Sahara,37900,Jeep,Wrangler,2016,110 000 km,Diesel,200 CP,2 776 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
427,Mitsubishi Outlander 2.4 Comfort 4x4 Aut,3300,Mitsubishi,Outlander,2005,127 100 km,Benzina + GPL,160 CP,2 378 cm3,4x4 (automat),,Automata,SUV,Romania,,
428,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
429,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
430,Nissan Note,3600,Nissan,Note,2006,150 000 km,Diesel,90 CP,1 495 cm3,,,Manuala,Compacta,Franta,Da,
431,Mercedes-Benz A 200 CDI 7G-DCT Style,11900,Mercedes-Benz,A,2015,158 305 km,Diesel,136 CP,2 143 cm3,Fata,Euro 6,Automata,Compacta,,,Da
432,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
433,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
434,BMW Seria 3 330e iPerformance AT Luxury Line,32990,BMW,Seria 3,2019,35 686 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
435,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
436,Volkswagen Passat Variant 2.0 TDI DSG,23400,Volkswagen,Passat,2017,47 849 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,
437,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
438,Volkswagen Golf Variant 1.6 TDI SCR Trendline,14498,Volkswagen,Golf,2020,167 499 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,Da
439,Porsche Cayenne Coupe S,85000,Porsche,Cayenne Coupe,2020,78 000 km,Benzina,440 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,
440,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
441,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
442,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
443,Audi Q5 2.0 TDI Quattro,10450,Audi,Q5,2010,255 000 km,Diesel,170 CP,1 968 cm3,,,Manuala,SUV,,,
444,Nissan Note,3600,Nissan,Note,2006,150 000 km,Diesel,90 CP,1 495 cm3,,,Manuala,Compacta,Franta,Da,
445,Volvo XC 60 T8 Twin Engine AWD R-Design,38068,Volvo,XC 60,2019,110 347 km,Hibrid,320 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Suedia,Da,Da
446,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
447,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
448,Mercedes-Benz GLE,99950,Mercedes-Benz,GLE,2022,3 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
449,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
450,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
451,Jeep Wrangler Unlimited 2.8 CRD AT Sahara,37900,Jeep,Wrangler,2016,110 000 km,Diesel,200 CP,2 776 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
452,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
453,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
454,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
455,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
456,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
457,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
458,Seat Ateca 2.0 TDI 4Drive DSG XCELLENCE,21408,Seat,Ateca,2018,102 338 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
459,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
460,Mercedes-Benz A 250 7G-DCT,39270,Mercedes-Benz,A,2021,39 749 km,Benzina,224 CP,1 991 cm3,Fata,Euro 5,Automata,Sedan,Germania,,Da
461,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
462,BMW Seria 3 330e iPerformance AT Luxury Line,32990,BMW,Seria 3,2019,35 686 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
463,Volkswagen Passat Variant 2.0 TDI DSG,23400,Volkswagen,Passat,2017,47 849 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,
464,Mercedes-Benz C 200 (BlueTEC) d T 7G-TRONIC,13450,Mercedes-Benz,C,2015,234 749 km,Diesel,136 CP,1 598 cm3,Spate,Euro 6,Automata,Combi,Italia,,
465,Mercedes-Benz GLE,99950,Mercedes-Benz,GLE,2022,3 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
466,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
467,Audi A6,5200,Audi,A6,2008,281 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
468,Mitsubishi Outlander 2.4 Comfort 4x4 Aut,3300,Mitsubishi,Outlander,2005,127 100 km,Benzina + GPL,160 CP,2 378 cm3,4x4 (automat),,Automata,SUV,Romania,,
469,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
470,Land Rover Range Rover Velar 2.0 HSE,43990,Land Rover,Range Rover Velar,2020,175 000 km,Diesel,179 CP,1 999 cm3,,,Automata,SUV,,,
471,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
472,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
473,Volkswagen Golf,13000,Volkswagen,Golf,2019,163 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
474,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
475,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
476,Audi Q5 2.0 TDI Quattro,10450,Audi,Q5,2010,255 000 km,Diesel,170 CP,1 968 cm3,,,Manuala,SUV,,,
477,Mercedes-Benz A 200 CDI 7G-DCT Style,11900,Mercedes-Benz,A,2015,158 305 km,Diesel,136 CP,2 143 cm3,Fata,Euro 6,Automata,Compacta,,,Da
478,Volvo XC 60 T8 Twin Engine AWD R-Design,38068,Volvo,XC 60,2019,110 347 km,Hibrid,320 CP,1 969 cm3,4x4 (automat),Euro 6,Automata,SUV,Suedia,Da,Da
479,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
480,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
481,Peugeot 407 SW 1.6HDi SR Confort,3400,Peugeot,407,2007,218 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Sedan,,,
482,Mercedes-Benz A 250 7G-DCT,39270,Mercedes-Benz,A,2021,39 749 km,Benzina,224 CP,1 991 cm3,Fata,Euro 5,Automata,Sedan,Germania,,Da
483,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
484,BMW Seria 3 330e iPerformance AT Luxury Line,32990,BMW,Seria 3,2019,35 686 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
485,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
486,Mercedes-Benz GLE,99950,Mercedes-Benz,GLE,2022,3 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
487,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
488,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
489,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
490,Mitsubishi Outlander 2.4 Comfort 4x4 Aut,3300,Mitsubishi,Outlander,2005,127 100 km,Benzina + GPL,160 CP,2 378 cm3,4x4 (automat),,Automata,SUV,Romania,,
491,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
492,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
493,Audi Q5 2.0 TDI Quattro,10450,Audi,Q5,2010,255 000 km,Diesel,170 CP,1 968 cm3,,,Manuala,SUV,,,
494,Nissan Note,3600,Nissan,Note,2006,150 000 km,Diesel,90 CP,1 495 cm3,,,Manuala,Compacta,Franta,Da,
495,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
496,Peugeot 407 SW 1.6HDi SR Confort,3400,Peugeot,407,2007,218 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Sedan,,,
497,Volkswagen ARTEON 2.0 TDI DSG Elegance,45570,Volkswagen,ARTEON,2022,5 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
498,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
499,BMW Seria 3 330e iPerformance AT Luxury Line,32990,BMW,Seria 3,2019,35 686 km,Hibrid,184 CP,1 998 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
500,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
501,Volkswagen Passat Variant 2.0 TDI DSG,23400,Volkswagen,Passat,2017,47 849 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,
502,Mercedes-Benz C 200 (BlueTEC) d T 7G-TRONIC,13450,Mercedes-Benz,C,2015,234 749 km,Diesel,136 CP,1 598 cm3,Spate,Euro 6,Automata,Combi,Italia,,
503,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
504,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
505,Volkswagen Golf Variant 1.6 TDI SCR Trendline,14498,Volkswagen,Golf,2020,167 499 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,Da,Da
506,Porsche Cayenne Coupe S,85000,Porsche,Cayenne Coupe,2020,78 000 km,Benzina,440 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,
507,Jeep Wrangler Unlimited 2.8 CRD AT Sahara,37900,Jeep,Wrangler,2016,110 000 km,Diesel,200 CP,2 776 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
508,Mitsubishi Outlander 2.4 Comfort 4x4 Aut,3300,Mitsubishi,Outlander,2005,127 100 km,Benzina + GPL,160 CP,2 378 cm3,4x4 (automat),,Automata,SUV,Romania,,
509,Land Rover Range Rover Velar 2.0 HSE,43990,Land Rover,Range Rover Velar,2020,175 000 km,Diesel,179 CP,1 999 cm3,,,Automata,SUV,,,
510,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
511,Volkswagen Golf,13000,Volkswagen,Golf,2019,163 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
512,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
513,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
514,Iveco Massif,4990,Iveco,Massif,2008,270 000 km,Diesel,116 CP,2 300 cm3,,,Automata,Monovolum,,,
515,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
516,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
517,Peugeot 407 SW 1.6HDi SR Confort,3400,Peugeot,407,2007,218 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Sedan,,,
518,BMW X3,45934,BMW,X3,2019,38 900 km,Diesel,326 CP,2 993 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
519,Volkswagen Passat Variant 2.0 TDI DSG,23400,Volkswagen,Passat,2017,47 849 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,
520,Mercedes-Benz GLE,99950,Mercedes-Benz,GLE,2022,3 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
521,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
522,BMW X2 xDrive20d Aut. M Sport,20990,BMW,X2,2019,190 000 km,Diesel,190 CP,1 995 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,,Da
523,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
524,Audi A6,5200,Audi,A6,2008,281 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
525,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,26000,Land Rover,Discovery Sport,2017,86 000 km,Diesel,150 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
526,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
527,Volkswagen Golf,13000,Volkswagen,Golf,2019,163 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
528,Renault Megane,2750,Renault,Megane,2008,233 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,Germania,Da,Da
529,Iveco Massif,4990,Iveco,Massif,2008,270 000 km,Diesel,116 CP,2 300 cm3,,,Automata,Monovolum,,,
530,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
531,Seat Ateca 2.0 TDI 4Drive DSG XCELLENCE,21408,Seat,Ateca,2018,102 338 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
532,Volkswagen ARTEON 2.0 TDI DSG Elegance,45570,Volkswagen,ARTEON,2022,5 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
533,Mercedes-Benz A 250 7G-DCT,39270,Mercedes-Benz,A,2021,39 749 km,Benzina,224 CP,1 991 cm3,Fata,Euro 5,Automata,Sedan,Germania,,Da
534,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
535,Volkswagen Passat Variant 2.0 TDI DSG,23400,Volkswagen,Passat,2017,47 849 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,
536,Mercedes-Benz C 200 (BlueTEC) d T 7G-TRONIC,13450,Mercedes-Benz,C,2015,234 749 km,Diesel,136 CP,1 598 cm3,Spate,Euro 6,Automata,Combi,Italia,,
537,Volkswagen Tiguan 2.0 TDI 4Motion Trend & Fun,8400,Volkswagen,Tiguan,2008,151 475 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 4,Manuala,SUV,Belgia,Da,Da
538,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
539,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
540,Land Rover Discovery Sport 2.0 l TD4 HSE Aut.,26000,Land Rover,Discovery Sport,2017,86 000 km,Diesel,150 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
541,Porsche Cayenne Coupe S,85000,Porsche,Cayenne Coupe,2020,78 000 km,Benzina,440 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Coupe,,,
542,Ford Fiesta 1.1 COOL&CONNECT,3200,Ford,Fiesta,2018,64 000 km,Benzina,72 CP,1 084 cm3,,,Manuala,Masina de oras,,,
543,Nissan Qashqai,11989,Nissan,Qashqai,2012,160 000 km,Diesel,130 CP,1 598 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
544,Mini Cooper D,4000,Mini,Cooper,2008,206 000 km,Diesel,109 CP,1 560 cm3,,,Manuala,Masina de oras,,,
545,Volkswagen Golf,13000,Volkswagen,Golf,2019,163 000 km,Diesel,115 CP,1 598 cm3,Fata,Euro 6,Manuala,Combi,Germania,,Da
546,Audi A4,7750,Audi,A4,2010,191 000 km,Benzina,120 CP,1 798 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
547,Iveco Massif,4990,Iveco,Massif,2008,270 000 km,Diesel,116 CP,2 300 cm3,,,Automata,Monovolum,,,
548,BMW Seria 3,15700,BMW,Seria 3,2013,197 000 km,Diesel,183 CP,1 995 cm3,Spate,Euro 5,Automata,Sedan,,,Da
549,Audi A7 3.0 55 TFSI quattro S tronic,52900,Audi,A7,2019,49 500 km,Benzina,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
550,Seat Ateca 2.0 TDI 4Drive DSG XCELLENCE,21408,Seat,Ateca,2018,102 338 km,Diesel,190 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
551,BMW Seria 1 116d EfficientDynamics Edition Urban Line,6900,BMW,Seria 1,2012,177 300 km,Diesel,116 CP,1 598 cm3,Spate,Euro 5,Manuala,Compacta,,,
552,Volkswagen ARTEON 2.0 TDI DSG Elegance,45570,Volkswagen,ARTEON,2022,5 km,Diesel,190 CP,1 968 cm3,Fata,Euro 6,Automata,Combi,,,Da
553,Mercedes-Benz A 250 7G-DCT,39270,Mercedes-Benz,A,2021,39 749 km,Benzina,224 CP,1 991 cm3,Fata,Euro 5,Automata,Sedan,Germania,,Da
554,Mazda CX-5 2.2 SKYACTIV-D AWD Aut. Sports-Line,22499,Mazda,CX-5,2018,129 900 km,Diesel,175 CP,2 191 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
555,Renault Koleos 2.0 dCi FAP 4x4 Bose Edition,5999,Renault,Koleos,2009,213 083 km,Diesel,150 CP,1 995 cm3,4x4 (manual),Euro 4,Manuala,SUV,Germania,,Da
556,BMW Seria 3 318d,5900,BMW,Seria 3,2010,193 166 km,Diesel,143 CP,1 995 cm3,,,Manuala,Combi,,,
557,Audi A6,5200,Audi,A6,2008,281 000 km,Diesel,140 CP,1 968 cm3,,,Automata,Sedan,,,
