,title,price,make,model,year,mileage,fuel_type,engine_power,engine_capacity,transmission,pollution_standard,gearbox,body_type,country_origin,original_owner,no_accident
157,Mercedes-Benz S 350 d 4Matic 9G-TRONIC,29900,Mercedes-Benz,S,2017,76 378 km,Diesel,286 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,Masina mica,Germania,Da,Da
158,BMW X5 xDrive40e iPerformance,34250,BMW,X5,2016,189 000 km,Hibrid,245 CP,1 997 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
159,Land Rover Range Rover Evoque 2.0 D165 R-Dynamic MHEV SE,66205,Land Rover,Range Rover Evoque,2023,1 km,Diesel,163 CP,1 999 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,Regatul Unit,,Da
160,Mercedes-Benz GLC 300 e 4MATIC,86072,Mercedes-Benz,GLC,2023,5 km,Hibrid,204 CP,1 999 cm3,4x4 (automat),,Automata,SUV,,,Da
161,Audi Q5 2.0 TFSI Quattro S-Tronic,14949,Audi,Q5,2012,185 000 km,Benzina,211 CP,1 984 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
162,Mercedes-Benz V 300 d Extralung Avantgarde,99946,Mercedes-Benz,V,2023,2 km,Diesel,239 CP,1 950 cm3,Spate,Euro 6,Automata,Monovolum,,,Da
163,Volkswagen Golf 1.5 TSI BlueMotion ACT DSG Comfortline,17850,Volkswagen,Golf,2019,180 000 km,Benzina,130 CP,1 498 cm3,Fata,Euro 6,Automata,Compacta,Germania,Da,Da
164,Audi Q3 35 TFSI S tronic advanced,30550,Audi,Q3,2019,72 203 km,Benzina,150 CP,1 498 cm3,Fata,,Automata,SUV,,,
165,Ford Focus,19498,Ford,Focus,2022,1 km,Benzina,125 CP,999 cm3,,Euro 6,Manuala,Compacta,,Da,Da
166,Skoda Octavia,13750,Skoda,Octavia,2018,115 383 km,Diesel,116 CP,1 598 cm3,Fata,,Manuala,Sedan,,,
167,Mercedes-Benz E,46398,Mercedes-Benz,E,2021,17 424 km,Diesel,194 CP,1 950 cm3,,,Automata,Sedan,,,Da
168,Mercedes-Benz GLC 200 4MATIC MHEV,59162,Mercedes-Benz,GLC,2023,4 000 km,Benzina,204 CP,1 999 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,
169,Ford Mondeo 2.0 TDCi Powershift,15470,Ford,Mondeo,2018,139 900 km,Diesel,180 CP,1 997 cm3,Fata,Euro 6,Automata,Sedan,Romania,Da,Da
170,Ford Fiesta 1.0 EcoBoost 7DCT mHEV Titanium X,22562,Ford,Fiesta,2023,1 km,Benzina,125 CP,999 cm3,Fata,Euro 6d-Temp,Automata,Masina de oras,Romania,,Da
171,Peugeot Bipper Tepee HDi 75 Stop&Start Active,4950,Peugeot,Bipper,2012,145 134 km,Diesel,75 CP,1 248 cm3,Fata,Euro 5,Manuala,Monovolum,,,
172,Mercedes-Benz GLC Coupe 63 AMG S 4MATIC,59500,Mercedes-Benz,GLC Coupe,2018,53 000 km,Benzina,510 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,
173,BMW X7 xDrive30d,71990,BMW,X7,2019,72 676 km,Diesel,265 CP,2 993 cm3,4x4 (automat),,Automata,SUV,Germania,Da,Da
174,Peugeot 207 CC 1.6 HTP Eclipse,4800,Peugeot,207,2009,230 000 km,Benzina,150 CP,1 598 cm3,Fata,Euro 4,Manuala,Cabrio,Olanda,Da,
175,Mercedes-Benz GLC,35998,Mercedes-Benz,GLC,2020,74 636 km,Diesel,163 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
176,Mercedes-Benz GLC 300 4Matic 9G-TRONIC AMG Line,36490,Mercedes-Benz,GLC,2018,127 000 km,Benzina,245 CP,1 991 cm3,4x4 (automat),,Automata,SUV,Germania,,Da
177,Audi A6,15990,Audi,A6,2015,217 710 km,Diesel,190 CP,1 968 cm3,,,Automata,Combi,,,
178,Volkswagen Passat 2.0 TDI DSG Comfortline,17450,Volkswagen,Passat,2017,84 000 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,Sedan,Romania,,Da
179,Toyota RAV4 2.5 Hybrid VVT-iE 4x4 Luxury,37900,Toyota,RAV4,2020,39 300 km,Hibrid,178 CP,2 487 cm3,4x4 (automat),,Automata,SUV,Romania,Da,
180,Ford Kuga,9500,Ford,Kuga,2014,138 000 km,Benzina,150 CP,1 596 cm3,,,Automata,SUV,,,Da
181,Mercedes-Benz GLE Coupe 400 d 4MATIC,74999,Mercedes-Benz,GLE Coupe,2020,94 000 km,Diesel,330 CP,2 925 cm3,4x4 (automat),,Automata,SUV,,Da,
182,Mini Cooper,16900,Mini,Cooper,2018,38 000 km,Benzina,136 CP,1 499 cm3,,,Automata,Compacta,,Da,Da
183,Mazda CX-7 CD173 Challenge,5990,Mazda,CX-7,2010,180 000 km,Diesel,173 CP,2 184 cm3,4x4 (automat),Euro 6,Manuala,SUV,,,
184,Kia Sportage 1.6 T-GDI 7DCT 4x4 GT Line,24500,Kia,Sportage,2018,58 600 km,Benzina,177 CP,1 591 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,Da,Da
185,BMW X5 xDrive25d,49500,BMW,X5,2022,24 850 km,Diesel,231 CP,1 995 cm3,4x4 (manual),Euro 6d,Automata,SUV,,Da,Da
186,Ford Focus 1.0 EcoBoost MHEV Active X,25922,Ford,Focus,2023,1 km,Benzina,155 CP,999 cm3,Fata,Euro 6d-Temp,Automata,Compacta,Romania,,Da
187,Skoda Superb 2.0 TDI 4x4 Active,9999,Skoda,Superb,2010,266 000 km,Diesel,170 CP,1 968 cm3,4x4 (automat),Euro 5,Manuala,Combi,,Da,Da
188,Volkswagen Touran 2.0 TDI DPF BlueMotion Technology DSG Highline,9399,Volkswagen,Touran,2013,217 000 km,Diesel,140 CP,1 968 cm3,,Euro 5,Automata,Monovolum,Germania,,Da
189,Mercedes-Benz A,54043,Mercedes-Benz,A,2023,2 km,Benzina,190 CP,1 991 cm3,4x4 (automat),Euro 6,Automata,Masina de oras,,,Da
190,Volkswagen Polo 1.6 TDI Comfortline,10900,Volkswagen,Polo,2018,138 500 km,Diesel,95 CP,1 598 cm3,Fata,Euro 6,Manuala,Masina de oras,Germania,,
191,Volkswagen Multivan,19800,Volkswagen,Multivan,2013,301 844 km,Diesel,180 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,Combi,,,
192,Peugeot Boxer,4500,Peugeot,Boxer,2004,74 000 km,Diesel,101 CP,2 179 cm3,,,Manuala,Monovolum,,,
193,Volkswagen Tiguan,13200,Volkswagen,Tiguan,2013,168 000 km,Diesel,140 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,,Da
194,Jeep Grand Cherokee 3.0 TD AT Overland,19300,Jeep,Grand Cherokee,2015,201 600 km,Diesel,250 CP,2 987 cm3,,,Automata,SUV,,,
195,Ford Focus 1.6 TDCI DPF Ambiente,5700,Ford,Focus,2013,237 000 km,Diesel,95 CP,1 560 cm3,Fata,Euro 5,Manuala,Combi,Austria,,
196,Audi A4 2.0 TDI 112g DPF Ambiente,11999,Audi,A4,2013,223 000 km,Diesel,136 CP,1 968 cm3,Fata,Euro 5,Manuala,Sedan,Germania,Da,
197,Cupra Leon,35450,Cupra,Leon,2023,4 660 km,Benzina,190 CP,1 984 cm3,Fata,Euro 6,Automata,Compacta,Romania,Da,Da
198,Volkswagen Tiguan 1.4 eHybrid OPF Elegance,45990,Volkswagen,Tiguan,2022,3 km,Hibrid,150 CP,1 395 cm3,Fata,Euro 6,Automata,SUV,,,Da
199,Volvo XC 60 B4 D AWD Geartronic Momentum Pro,27799,Volvo,XC 60,2019,194 000 km,Diesel,197 CP,1 969 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,Da,Da
200,Dacia Dokker 1.2 TCe Laureate,6700,Dacia,Dokker,2017,163 000 km,Benzina + GPL,115 CP,1 198 cm3,,,Manuala,Monovolum,,,
201,Mercedes-Benz S Maybach Mercedes-Maybach 580 4MATIC MHEV Long,266799,Mercedes-Benz,S Maybach,2023,1 km,Benzina,503 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
202,Mercedes-Benz SL AMG 63 4MATIC+,198898,Mercedes-Benz,SL,2022,1 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,Cabrio,,,Da
203,Volvo XC 60 B4 D AWD Geartronic Momentum Pro,27799,Volvo,XC 60,2019,194 000 km,Diesel,197 CP,1 969 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,,Da,Da
204,Toyota Avensis 2.2 D-CAT Luxury Aut,5900,Toyota,Avensis,2009,245 000 km,Diesel,150 CP,2 231 cm3,Fata,Euro 5a,Automata,Combi,Romania,,Da
205,Mercedes-Benz S Maybach Mercedes-Maybach 580 4MATIC MHEV Long,266799,Mercedes-Benz,S Maybach,2023,1 km,Benzina,503 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
206,Mercedes-Benz S 400 d 4MATIC Long Aut,149899,Mercedes-Benz,S,2022,6 500 km,Diesel,330 CP,2 925 cm3,4x4 (automat),Euro 6,Automata,Sedan,,Da,Da
207,Mercedes-Benz SL AMG 63 4MATIC+,198898,Mercedes-Benz,SL,2022,1 km,Benzina,585 CP,3 982 cm3,4x4 (automat),Euro 6,Automata,Cabrio,,,Da
208,Audi A6,42800,Audi,A6,2019,95 964 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
209,Suzuki Jimny 1.5 ALLGRIP GL,23800,Suzuki,Jimny,2023,1 km,Benzina,102 CP,1 462 cm3,,,Manuala,SUV,,,Da
210,Porsche Cayenne Coupe E-Hybrid Tiptronic S,93891,Porsche,Cayenne Coupe,2022,14 919 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
211,Audi Q3 Sportback 2.0 40 TFSI quattro S tronic S Line,57775,Audi,Q3,2023,756 km,Benzina,190 CP,1 984 cm3,4x4 (automat),Euro 6,Automata,SUV,,,
212,Ford Kuga 1.5 TDCi 2WD Powershift Titanium,26500,Ford,Kuga,2021,27 500 km,Diesel,120 CP,1 498 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,Da
213,Ford Puma,25300,Ford,Puma,2023,1 km,Benzina,155 CP,999 cm3,Fata,Euro 6,Automata,SUV,Romania,,Da
214,Opel Astra Sports Tourer 1.7 CDTI,4990,Opel,Astra,2011,190 000 km,Diesel,125 CP,1 686 cm3,Fata,Euro 5,Manuala,Combi,,,
215,Audi Q3,24500,Audi,Q3,2018,57 780 km,Diesel,150 CP,1 968 cm3,4x4 (automat),,Automata,SUV,,,
216,Dacia Duster 1.5 dCi 4WD Comfort,13650,Dacia,Duster,2018,123 939 km,Diesel,109 CP,1 461 cm3,4x4 (automat),,Manuala,SUV,Romania,Da,
217,Mercedes-Benz EQB,68622,Mercedes-Benz,EQB,2023,,Electric,228 CP,,4x4 (automat),,Automata,SUV,,,Da
218,Porsche Cayenne Coupe Tiptronic S Platinum Edition,101150,Porsche,Cayenne Coupe,2021,50 000 km,Benzina,340 CP,2 995 cm3,4x4 (manual),Euro 6,Automata,SUV,Germania,Da,Da
219,Opel Mokka,9700,Opel,Mokka,2015,127 000 km,Benzina,140 CP,1 364 cm3,,,Manuala,SUV,,,
220,Dacia Lodgy 1.5 dCi Laureate,5950,Dacia,Lodgy,2012,225 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Germania,Da,Da
221,Dacia Duster TCe 150 EDC Journey,20000,Dacia,Duster,2023,1 200 km,Benzina,150 CP,1 332 cm3,,,Automata,SUV,,,
222,Opel Zafira Tourer 1.4 ECOTEC Edition,14200,Opel,Zafira,2012,112 000 km,Benzina,140 CP,1 362 cm3,Fata,Euro 6,Manuala,Monovolum,Romania,Da,Da
223,Kia Sportage 1.6 GDI 2WD Dream-Team Edition,12990,Kia,Sportage,2015,160 750 km,Benzina,136 CP,1 591 cm3,Fata,Euro 5b,Manuala,SUV,Germania,,Da
224,Mercedes-Benz E AMG 63 4Matic AMG Speedshift 9G-MCT,67990,Mercedes-Benz,E,2017,93 470 km,Benzina,571 CP,3 982 cm3,4x4 (manual),Euro 6,Automata,Sedan,Germania,Da,Da
225,Audi A7 3.0 50 TDI quattro Tiptronic,94990,Audi,A7,2023,7 900 km,Diesel,286 CP,2 967 cm3,4x4 (automat),Euro 6,Automata,Sedan,Germania,Da,Da
226,Mazda CX-5 G194 AT Revolution Top,33700,Mazda,CX-5,2022,26 500 km,Benzina,194 CP,2 488 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,Romania,Da,Da
227,Dacia Logan Stepway TCe 100 GPL,10500,Dacia,Logan Stepway,2020,50 900 km,Benzina + GPL,100 CP,999 cm3,Fata,Euro 6d,Manuala,Sedan,,Da,Da
228,Bentley Flying Spur,244000,Bentley,Flying Spur,2023,15 600 km,Benzina,549 CP,3 996 cm3,,,Automata,Sedan,,,
229,Nissan Qashqai,8199,Nissan,Qashqai,2012,224 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,SUV,,,Da
230,BMW Seria 1 123d Coupe,7500,BMW,Seria 1,2007,235 000 km,Diesel,204 CP,1 995 cm3,Spate,Euro 4,Manuala,Coupe,Germania,,Da
231,Mercedes-Benz V 250 (BlueTEC) d extralang 4Matic 7G-TRONIC,25000,Mercedes-Benz,V,2016,310 000 km,Diesel,190 CP,2 143 cm3,4x4 (automat),Euro 5,Automata,Monovolum,,,
232,Mercedes-Benz A,18899,Mercedes-Benz,A,2018,91 000 km,Diesel,109 CP,1 461 cm3,Fata,Euro 6b,Automata,Compacta,,,Da
233,Porsche Cayenne Coupe E-Hybrid Tiptronic S,93891,Porsche,Cayenne Coupe,2023,27 811 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,,Da
234,Seat Arona,16250,Seat,Arona,2019,51 795 km,Benzina,115 CP,999 cm3,Fata,,Automata,SUV,,,
235,Mercedes-Benz GLC,74576,Mercedes-Benz,GLC,2023,3 000 km,Hibrid,204 CP,1 999 cm3,4x4 (automat),Euro 6b,Automata,SUV,,,Da
236,Volkswagen T-Cross 1.0 TSI DSG Life,23890,Volkswagen,T-Cross,2022,39 000 km,Benzina,110 CP,999 cm3,Fata,,Automata,SUV,Romania,,
237,Volkswagen Amarok,44990,Volkswagen,Amarok,2023,500 km,Diesel,205 CP,1 996 cm3,4x4 (manual),Euro 6d-Temp,Automata,SUV,,,
238,Audi Q5 2.0 TDI Quattro Stronic,16700,Audi,Q5,2014,171 000 km,Diesel,177 CP,1 968 cm3,4x4 (automat),Euro 5,Automata,SUV,,,
239,SsangYong Korando,30070,SsangYong,Korando,2023,1 km,Benzina,163 CP,1 497 cm3,4x4 (automat),Euro 6,Automata,SUV,,Da,Da
240,Nissan Qashqai+2 1.5 dCi DPF,8050,Nissan,Qashqai+2,2010,352 000 km,Diesel,106 CP,1 461 cm3,Fata,Euro 4,Manuala,SUV,Belgia,Da,Da
241,Audi Q5 2.0 40 TDI quattro S tronic Sport,33000,Audi,Q5,2017,110 000 km,Diesel,190 CP,1 968 cm3,,,Automata,SUV,,,
242,Audi Q5 2.0 TDI Quattro,13000,Audi,Q5,2011,153 000 km,Diesel,170 CP,1 968 cm3,4x4 (automat),Euro 5,Manuala,SUV,,,
243,Mazda CX-5 G194 AWD AT Revolution Top,33700,Mazda,CX-5,2022,15 000 km,Benzina,194 CP,2 488 cm3,4x4 (automat),Euro 6d-Temp,Automata,SUV,Romania,Da,Da
244,Volkswagen Golf Variant 1.6 TDI BlueMotion Technology DSG Comfortline,11500,Volkswagen,Golf,2015,180 000 km,Diesel,110 CP,1 598 cm3,Fata,Euro 6b,Automata,Monovolum,Germania,,Da
245,Renault Megane 1.5 dCi Dynamique,5250,Renault,Megane,2013,245 000 km,Diesel,110 CP,1 461 cm3,Fata,,Manuala,Combi,,,
246,BMW X1 xDrive20d Aut.,10000,BMW,X1,2011,213 858 km,Diesel,177 CP,1 995 cm3,4x4 (automat),,Automata,SUV,Olanda,,
247,Audi A4 Avant 40 TDI S tronic,28450,Audi,A4,2019,69 809 km,Diesel,190 CP,1 968 cm3,,,Automata,Combi,,,
248,Mercedes-Benz S 500 4Matic L 9G-TRONIC,216950,Mercedes-Benz,S,2023,100 km,Benzina,500 CP,2 999 cm3,4x4 (manual),,Automata,Sedan,Germania,Da,Da
249,Mercedes-Benz GLE Coupe 350 d 4MATIC,49900,Mercedes-Benz,GLE Coupe,2018,106 613 km,Diesel,258 CP,2 987 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,Da
250,Peugeot 508 Hybrid 2.0 HDI 163cp + 37cp electric Feline,10999,Peugeot,508,2014,202 900 km,Hibrid,163 CP,1 997 cm3,,,Automata,Sedan,,,
251,Alfa Romeo Stelvio,33500,Alfa Romeo,Stelvio,2021,15 800 km,Diesel,180 CP,2 143 cm3,,Euro 6,Automata,SUV,,,Da
252,Mercedes-Benz E,5500,Mercedes-Benz,E,2007,313 010 km,Diesel,170 CP,2 148 cm3,Spate,Euro 4,Manuala,Sedan,,,
253,Volvo V40 Cross Country D2,13999,Volvo,V40,2019,88 200 km,Diesel,120 CP,1 969 cm3,Fata,Euro 6,Manuala,Compacta,Belgia,,Da
254,Renault Grand Scenic ENERGY dCi 130 INITIALE PARIS,6950,Renault,Grand Scenic,2012,219 400 km,Diesel,130 CP,1 598 cm3,Fata,Euro 5,Manuala,Monovolum,Franta,,
255,"Nissan Qashqai+2 +2 1.6 dCi Stop&Start ""All Mode 4x4-i"" Acenta",9100,Nissan,Qashqai+2,2014,260 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 5,Manuala,SUV,Germania,,Da
256,Mercedes-Benz GL 350 4MATIC BlueTec Aut.,28490,Mercedes-Benz,GL,2014,178 000 km,Diesel,258 CP,2 987 cm3,4x4 (automat),,Automata,SUV,Romania,Da,Da
257,Land Rover Discovery Sport 2.0 D150 MHEV,33900,Land Rover,Discovery Sport,2021,113 000 km,Diesel,150 CP,1 999 cm3,4x4 (automat),,Automata,SUV,,,Da
258,Volkswagen ID. Buzz Pro,67500,Volkswagen,ID. Buzz,2023,5 km,Electric,204 CP,,Spate,Euro 6d-Temp,Automata,Combi,Germania,,Da
259,Volkswagen Touran 1.9 TDI DPF Blue Motion Highline,4999,Volkswagen,Touran,2009,249 999 km,Diesel,105 CP,1 896 cm3,,,Manuala,Monovolum,,,
260,Volkswagen Passat Variant 2.0 TDI Comfortline DPF,4950,Volkswagen,Passat,2010,230 000 km,Diesel,140 CP,1 968 cm3,Fata,,Manuala,Combi,,,
261,Toyota Aygo X 1.0l MT Dynamic,15999,Toyota,Aygo,2022,1 223 km,Benzina,72 CP,998 cm3,Fata,Euro 6,Manuala,Masina de oras,,,
262,Nissan Qashqai 1.6 DCi ALL-MODE 4x4i TEKNA,9500,Nissan,Qashqai,2013,253 000 km,Diesel,130 CP,1 598 cm3,4x4 (manual),Euro 5,Manuala,SUV,,,Da
263,Mercedes-Benz C,150,Mercedes-Benz,C,2002,200 000 km,Diesel,170 CP,2 987 cm3,,,Automata,Sedan,,,
264,Audi A4 Avant 2.0 TDI quattro S tronic,14900,Audi,A4,2016,245 000 km,Diesel,190 CP,1 968 cm3,4x4 (automat),,Automata,Combi,Germania,,
265,Alfa Romeo Stelvio 2.2 Diesel 16V AT8 Business,19999,Alfa Romeo,Stelvio,2019,135 800 km,Diesel,150 CP,2 143 cm3,Spate,Euro 6,Automata,SUV,Franta,Da,
266,Mercedes-Benz E 220 d MHEV 4MATIC Aut.,80122,Mercedes-Benz,E,2023,5 km,Diesel,200 CP,1 950 cm3,4x4 (automat),Euro 6,Automata,Sedan,,,Da
267,BMW Seria 5 530d xDrive,9500,BMW,Seria 5,2012,286 000 km,Diesel,258 CP,2 993 cm3,,,Automata,Sedan,,,
268,Audi A3 Sportback 1.6 TDI Attraction,6500,Audi,A3,2010,223 659 km,Diesel,105 CP,1 598 cm3,Fata,Euro 5,Manuala,Compacta,,,
269,Volkswagen Passat Variant 2.0 TDI DPF DSG Comfortline,8990,Volkswagen,Passat,2011,270 000 km,Diesel,140 CP,1 968 cm3,Fata,Euro 5,Automata,Combi,Germania,,Da
270,Volkswagen Tiguan,19999,Volkswagen,Tiguan,2016,160 500 km,Diesel,150 CP,1 968 cm3,4x4 (automat),Euro 6,Automata,SUV,Germania,Da,Da
271,Dacia Logan,9500,Dacia,Logan,2018,60 190 km,Benzina,73 CP,998 cm3,Fata,,Manuala,Sedan,,,
272,Mercedes-Benz A,18900,Mercedes-Benz,A,2018,91 000 km,Diesel,109 CP,1 461 cm3,,,Automata,Compacta,,,
273,Nissan X-Trail 1.6 DCi ALL-MODE 4x4i N-Connecta,18498,Nissan,X-Trail,2019,171 000 km,Diesel,130 CP,1 598 cm3,4x4 (automat),Euro 6,Manuala,SUV,,,Da
274,Opel Crossland 1.2 Start/Stop Edition,15322,Opel,Crossland,2022,6 km,Benzina,83 CP,1 199 cm3,Fata,,Manuala,SUV,Franta,,Da
275,Audi A4 40 TDI quattro S tronic S Line,52000,Audi,A4,2023,5 000 km,Diesel,204 CP,1 968 cm3,4x4 (automat),,Automata,Sedan,,,
276,Hyundai Elantra 1.6 l 123 CP 6MT Highway,24204,Hyundai,Elantra,2023,5 km,Benzina,123 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,,,Da
277,Toyota C-HR 2.0 HSD 184 CP 4x2 CVT Classy Bi-Tone,31449,Toyota,C-HR,2022,10 335 km,Hibrid,152 CP,1 987 cm3,Fata,Euro 6,Automata,SUV,Romania,Da,
278,Ford S-Max,24250,Ford,S-Max,2019,143 302 km,Diesel,190 CP,1 998 cm3,Fata,,Automata,Monovolum,,,
279,BMW Seria 5,47900,BMW,Seria 5,2022,32 505 km,Benzina,252 CP,1 998 cm3,4x4 (automat),,Automata,Sedan,,,
280,Volkswagen ID.3 58 kWh Pro Performance,34000,Volkswagen,ID.3,2023,1 km,Electric,204 CP,,,,Automata,Compacta,,Da,Da
281,BMW Seria 5 530i xDrive AT,39151,BMW,Seria 5,2019,83 213 km,Benzina,252 CP,1 998 cm3,4x4 (automat),Euro 6,Automata,Sedan,Romania,Da,Da
282,BMW X4 xDrive30i AT MHEV,74698,BMW,X4,2023,1 km,Benzina,245 CP,1 998 cm3,4x4 (automat),,Automata,SUV,,,Da
283,Dacia Logan 1.0 SCe Prestige,7324,Dacia,Logan,2018,75 500 km,Benzina,73 CP,998 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,Da
284,Mercedes-Benz EQV,74999,Mercedes-Benz,EQV,2023,5 987 km,Electric,204 CP,,4x4 (automat),,Automata,Monovolum,Spania,Da,Da
285,Toyota Corolla,19500,Toyota,Corolla,2019,91 386 km,Hibrid,98 CP,1 798 cm3,Fata,,Manuala,Sedan,,,
286,Ford Focus,33653,Ford,Focus,2020,18 000 km,Benzina,280 CP,2 261 cm3,,,Manuala,Sedan,,,
287,Mercedes-Benz E 220 d Aut.,25900,Mercedes-Benz,E,2018,217 000 km,Diesel,194 CP,1 950 cm3,Spate,Euro 6,Automata,Sedan,Germania,,
288,Audi Q3 35 TDI S tronic,34500,Audi,Q3,2020,61 500 km,Diesel,150 CP,1 968 cm3,Fata,Euro 6,Automata,SUV,Germania,,Da
289,Renault Scenic ENERGY dCi 110 S&S Expression,3499,Renault,Scenic,2012,242 000 km,Diesel,110 CP,1 461 cm3,Fata,Euro 5,Manuala,Monovolum,Italia,,Da
290,Audi Q7 3.0 55 TFSIe quattro Tiptronic S Line,74000,Audi,Q7,2022,21 000 km,Hibrid,340 CP,2 995 cm3,4x4 (automat),,Automata,SUV,,,
291,Audi A7,78990,Audi,A7,2022,20 588 km,Hibrid,340 CP,2 995 cm3,,,Automata,Sedan,,,
292,Mercedes-Benz GLB 220 d 4MATIC Aut.,45000,Mercedes-Benz,GLB,2021,40 500 km,Diesel,190 CP,1 950 cm3,4x4 (automat),,Automata,SUV,,,
293,Mercedes-Benz GLE 400 d 4MATIC,82000,Mercedes-Benz,GLE,2021,42 450 km,Diesel,330 CP,2 925 cm3,4x4 (automat),,Automata,SUV,,,
294,Toyota Aygo X 1.0l MT Dynamic,15899,Toyota,Aygo,2022,2 041 km,Benzina,72 CP,998 cm3,Fata,Euro 6,Manuala,Masina de oras,,,
295,Ford Mondeo 2.0 HEV Vignale,17999,Ford,Mondeo,2019,69 000 km,Hibrid,187 CP,1 999 cm3,,,Automata,Sedan,,,
296,Dacia Duster TCe 125 4x2 Blackshadow,12750,Dacia,Duster,2017,141 856 km,Benzina,125 CP,1 199 cm3,Fata,Euro 6,Manuala,SUV,Germania,,Da
297,Mercedes-Benz GLC 250 d 4MATIC,23000,Mercedes-Benz,GLC,2016,259 547 km,Diesel,204 CP,2 143 cm3,4x4 (automat),Euro 6,Automata,SUV,Romania,,
298,Suzuki SX4 S-Cross 1.4 Boosterjet Mild Hybrid AllGrip Passion,22354,Suzuki,SX4 S-Cross,2023,2 km,Benzina,129 CP,1 373 cm3,4x4 (manual),Euro 6,Manuala,SUV,,,Da
299,Renault Megane Grandtour dCi 160 FAP GT,5999,Renault,Megane,2010,256 000 km,Diesel,160 CP,1 995 cm3,Fata,Euro 5,Manuala,Combi,Franta,,Da
300,Ford Mondeo 2.0 HEV Vignale,19299,Ford,Mondeo,2018,91 120 km,Hibrid,187 CP,1 999 cm3,Fata,Euro 6,Automata,Sedan,,,Da
301,Volkswagen Phaeton 3.0 V6 TDI DPF 4Motion Tipt.,7000,Volkswagen,Phaeton,2010,381 000 km,Diesel,240 CP,2 967 cm3,4x4 (automat),,Automata,Sedan,,Da,Da
302,Opel Combo Life 1.5 L2H1 Start/Stop Elegance Life XL sarcina utila marita,18990,Opel,Combo,2019,77 000 km,Diesel,130 CP,1 499 cm3,Fata,Euro 6,Automata,Monovolum,Romania,Da,Da
303,Mercedes-Benz Vito,33900,Mercedes-Benz,Vito,2019,45 000 km,Diesel,136 CP,2 143 cm3,Spate,Euro 6,Automata,Monovolum,,,Da
304,Mercedes-Benz S 500 Long Aut.,138040,Mercedes-Benz,S,2021,55 000 km,Benzina,435 CP,2 999 cm3,4x4 (automat),Euro 6,Automata,Sedan,,Da,Da
305,Mercedes-Benz Vito,16184,Mercedes-Benz,Vito,2015,161 905 km,Diesel,136 CP,2 143 cm3,Spate,Euro 5,Manuala,Monovolum,Germania,Da,Da
306,Jeep Wrangler Unlimited 2.8 CRD AT Sahara,26500,Jeep,Wrangler,2012,168 000 km,Diesel,200 CP,2 776 cm3,4x4 (automat),Euro 5,Automata,SUV,Germania,Da,Da
307,Volkswagen Touareg 3.0 V6 TDI Aut.,3690,Volkswagen,Touareg,2005,291 888 km,Diesel,225 CP,2 967 cm3,4x4 (automat),Euro 4,Automata,SUV,Germania,,
308,Dacia Logan MCV 1.5 Blue dCi Prestige,9877,Dacia,Logan,2020,122 000 km,Diesel,95 CP,1 461 cm3,,,Manuala,Combi,,,
309,Mitsubishi ASX 1.6 2WD Diamant Edition,9990,Mitsubishi,ASX,2016,209 000 km,Benzina,117 CP,1 590 cm3,Fata,,Manuala,SUV,Danemarca,Da,
310,Lamborghini URUS Standard,329989,Lamborghini,URUS,2022,12 857 km,Benzina,650 CP,3 996 cm3,4x4 (manual),,Automata,SUV,Germania,,
311,Skoda Octavia,15000,Skoda,Octavia,2018,89 020 km,Diesel,116 CP,1 598 cm3,Fata,Euro 6,Manuala,Sedan,Romania,Da,
312,Dacia Duster dCi 110 4WD Comfort,16024,Dacia,Duster,2018,98 535 km,Diesel,109 CP,1 461 cm3,4x4 (manual),,Manuala,SUV,,,
